mass,wheel_mass,wheel_radius,MaxRPM,MinRPM,MaxBrakeTorque,MaxMotorTorque,MaxSteeringAngle,TireDragCoeff,WheelDamping,ShiftTime,TractionControlSlipLimit,MaxPercentage,SaftyDegree,numbers,TIT,TET,Dece
2421.545,41.573,0.386,10169.961,890.576,2576.592,410.584,37.378,3.618,0.968,0.429,0.657,0.386,7.441,10,1.841,3.2,-1.536
2452.688,31.74,0.369,8688.742,932.467,2902.187,509.187,42.985,4.385,0.872,0.453,0.792,0.166,10.08,11,0.517,2.2,-1.705
2305.31,39.41,0.384,10485.294,954.081,2501.862,503.526,39.789,3.216,1.324,0.298,0.884,0.324,7.492,11,1.813,3,-1.676
2063.033,30.183,0.355,7383.48,890.017,2959.602,459.247,46.304,4.159,0.904,0.432,0.779,0.175,10.272,9,0.562,2.2,-1.71
2023.421,34.633,0.389,9698.042,894.007,2585.4,526.062,34.788,4.519,0.938,0.416,0.787,0.169,9.535,10,0.967,2.6,-1.702
2439.571,42.866,0.388,7700.28,641.777,2536.459,521.351,35.294,2.017,0.44,0.361,0.915,0.56,6.902,12,2.204,3.4,-1.614
2474.317,28.533,0.368,6052.761,650.352,2558.644,448.287,30.431,3.503,1.019,0.445,0.872,0.271,7.709,9,1.782,3.2,-1.64
2232.713,29.875,0.353,8413.933,849.227,3004.657,409.633,32.757,2.428,1.129,0.376,0.795,0.393,10.097,7,0.726,2.4,-1.802
2382.66,39.209,0.388,10834.545,762.524,2552.589,440.359,30.786,3.711,0.755,0.288,0.902,0.307,7.575,12,1.577,3,-1.468
2449.024,51.847,0.353,9136.832,803.8,2514.077,539.922,45.058,2.38,0.431,0.306,0.809,0.728,7.682,9,1.741,3,-1.578
2360.627,31.254,0.379,9133.705,818.466,2544.563,431.805,37.319,3.211,1.15,0.351,0.922,0.197,7.863,11,1.552,3,-1.488
2436,26.157,0.375,8248.947,752.404,2853.524,470.548,47.491,3.811,0.769,0.353,0.792,0.231,8.642,10,1.523,2.6,-1.644
2467.422,40.455,0.385,9075.67,958.02,2522.417,420.563,43.373,4.258,0.733,0.494,0.871,0.348,7.092,12,1.998,3.4,-1.484
2387.561,30.793,0.353,9551.454,616.845,2676.774,405.59,30.184,2.815,1.012,0.431,0.767,0.296,8.617,8,1.619,2.6,-1.837
2293.534,31.273,0.372,7720.725,787.712,2647.879,534.393,47.487,4.046,1.175,0.502,0.919,0.255,8.314,10,1.629,2.8,-1.856
2453.177,30.695,0.319,8081.179,808.632,2744.241,475.967,48.766,4.224,0.811,0.423,0.93,0.238,9.875,9,1.132,2.4,-1.848
2478.003,39.372,0.377,10094.221,714.376,2513.958,424.721,33.348,4.57,0.402,0.207,0.812,0.598,7.185,11,2.089,3.4,-1.532
2157.453,26.763,0.324,9832.609,898.237,2574.598,440.057,36.729,4.026,0.931,0.392,0.778,0.185,10.006,9,1.01,2.4,-1.986
2494.929,33.068,0.387,11894.041,1055.928,2533.225,428.956,31.112,3.97,1.355,0.52,0.812,0.433,7.288,10,1.959,3.4,-1.591
2117.953,39.86,0.351,6294.316,708.633,2525.656,485.185,39.332,4.116,0.402,0.253,0.791,0.598,9.69,7,0.909,2.4,-1.878
2386.613,48.941,0.35,8350.422,684.801,2792.055,421.883,40.002,3.941,0.353,0.595,0.813,0.647,9.336,7,1.131,2.6,-1.729
2465.082,51.867,0.385,12068.407,1019.321,2618.066,546.795,30.324,4.14,1.483,0.401,0.814,0.729,7.168,10,1.898,3.4,-1.544
2375.116,31.604,0.324,9122.53,929.202,2832.028,479.386,44.023,4.354,0.866,0.369,0.857,0.162,10.126,11,0.921,2.4,-2.012
2218.98,31.261,0.388,8524.902,870.469,2714.716,409.122,30.216,3.979,0.994,0.463,0.881,0.233,8.525,9,1.59,2.8,-1.852
2497.02,29.833,0.368,10073.012,1073.936,2547.707,505.106,40.914,3.898,0.423,0.407,0.774,0.577,7.788,9,1.663,3.2,-1.631
2494.458,30.76,0.378,11528.515,776.25,2546.773,409.353,38.137,3.186,0.606,0.269,0.917,0.394,7.417,11,2.055,3.4,-1.649
2441.825,25.783,0.348,6758.16,723.611,2715.556,475.615,39.422,3.475,1.072,0.467,0.691,0.186,9.605,10,1.085,2.6,-1.785
2387.25,37.925,0.384,11483.289,1021.664,2582.869,517.305,38.023,4.498,0.677,0.531,0.737,0.384,7.437,12,1.982,3.2,-1.667
2493.028,27.423,0.36,6614.31,632.499,2573.314,475.553,47.281,4.53,0.996,0.468,0.787,0.209,7.897,10,1.727,3,-1.756
2347.014,29.497,0.353,6762.79,816.938,2585.326,463.103,48.757,3.97,1.156,0.395,0.836,0.237,8.411,8,1.668,2.8,-1.828
2013.422,44.024,0.371,10630.825,891.078,2510.914,513.836,46.685,3.15,1.163,0.296,0.723,0.467,6.244,12,3.162,3.4,-1.72
2338.614,30.862,0.382,10791.794,1050.559,2569.729,450.946,37.847,4.734,1.221,0.409,0.787,0.313,7.951,8,1.451,3,-1.478
2384.439,29.752,0.37,6215.991,720.523,2510.495,445.83,47.078,2.366,1.209,0.301,0.802,0.408,7.757,10,1.751,3,-1.593
2115.222,29.772,0.325,6659.657,614.293,2779.625,487.102,39.047,3.271,0.969,0.411,0.907,0.232,10.31,7,0.639,2.2,-1.783
2433.582,36.842,0.374,6806.968,995.044,2610.937,515.332,40.752,2.533,1.181,0.39,0.655,0.367,7.618,11,1.892,3,-1.767
2449.557,55.923,0.373,7456.77,667.694,2515.178,491.782,39.018,2.457,1.134,0.407,0.789,0.864,6.972,9,2.031,3.4,-1.566
2271.614,31.167,0.343,8021.09,845.979,2953.635,444.324,41.305,3.264,0.957,0.342,0.852,0.184,9.93,9,0.899,2.4,-1.914
2332.438,30.24,0.38,7939.02,601.362,2511.183,488.863,44.555,2.824,1.253,0.367,0.931,0.294,7.804,11,1.703,3,-1.62
2228.13,24.552,0.364,9630.457,809.363,2851.514,535.083,36.639,4.349,0.989,0.407,0.799,0.189,11.339,8,0.644,1.8,-2.117
2037.881,42.647,0.367,6641.191,1075.015,2945.147,408.198,36.603,4.593,0.747,0.474,0.801,0.422,6.699,11,2.908,3.2,-1.796
2448.011,27.477,0.385,9338.937,643.71,2620.582,540.338,40.72,3.412,0.939,0.365,0.656,0.201,7.838,12,1.533,3,-1.618
2440.476,36.078,0.362,8344.286,1032.972,2514.39,478.367,49.932,4.33,0.774,0.519,0.795,0.297,7.826,10,1.609,3,-1.662
2460.775,29.41,0.381,8956.011,1009.548,2549.23,405.291,45.484,2.554,1.41,0.424,0.719,0.41,7.555,10,1.837,3.2,-1.46
2285.006,26.066,0.345,8192.929,671.614,2736.205,437.63,46.059,3.646,1.171,0.41,0.904,0.171,9.917,10,0.997,2.4,-2.077
2291.738,29.677,0.337,6653.395,674.708,2558.632,458.032,38.941,3.676,1.17,0.405,0.679,0.198,9.305,9,1.274,2.6,-1.83
2423.116,35.956,0.384,8688.219,721.729,2616.816,401.529,39.543,3.204,0.788,0.23,0.784,0.425,7.464,10,2.076,3,-1.802
2492.7,31.429,0.355,7372.764,799.156,2583.3,412.032,30.397,4.896,0.531,0.564,0.858,0.469,8.307,9,1.438,2.8,-1.763
2444.939,44.542,0.382,6242.713,974.805,2591.175,477.989,43.478,3.896,1.113,0.292,0.786,0.485,7.703,10,1.55,3,-1.506
2402.601,34.502,0.376,9741.197,729.879,2500.036,470.091,31.914,3.597,0.904,0.269,0.78,0.328,7.53,11,1.82,3.2,-1.667
2477.093,54.462,0.376,7578.328,794.963,2515.594,546.527,35.659,2.228,1.095,0.239,0.802,0.815,6.523,10,2.233,3.6,-1.436
2003.561,33.754,0.387,8320.115,754.892,2928.845,409.505,41.052,4.519,0.967,0.336,0.869,0.16,10.034,10,0.708,2.2,-1.723
2417.793,34.091,0.355,8364.821,955.631,2744.811,522.838,42.119,3.971,1.127,0.326,0.826,0.195,9.26,9,1.186,2.6,-1.669
2455.622,46.343,0.359,7789.237,1099.087,2612.135,444.511,40.015,4.016,1.297,0.401,0.737,0.545,8.092,9,1.424,2.8,-1.667
2492.209,42.578,0.388,11456.589,784.745,2559.044,492.384,39.662,3.929,0.441,0.384,0.685,0.559,7.072,9,2.021,3.6,-1.526
2369.981,39.998,0.389,8682.276,773.828,2592.516,426.239,41.838,2.366,1.122,0.538,0.871,0.408,7.472,12,1.876,3,-1.658
2330.477,34.045,0.378,7640.948,784.923,2514.32,494.945,31.263,2.34,1.462,0.454,0.944,0.462,6.769,12,2.764,3.2,-1.83
2266.224,33.344,0.378,6702.944,885.032,2595.514,509.186,39.905,4.187,0.907,0.436,0.711,0.192,8.494,11,1.433,2.8,-1.622
2487.905,47.375,0.383,9451.537,972.646,2517.82,505.927,39.524,4.437,0.703,0.242,0.815,0.579,6.532,10,2.312,3.6,-1.538
2009.475,32.365,0.362,9272.125,924.34,2558.294,437.184,43.377,3.587,0.841,0.456,0.889,0.159,9.626,12,1.149,2.4,-1.933
2494.546,43.211,0.38,11694.225,1061.681,2680.436,451.221,33.047,2.222,0.716,0.341,0.654,0.445,7.508,11,1.871,3.2,-1.532
2439.107,44.269,0.377,8024.075,904.304,2528.878,521.519,32.339,3.224,0.957,0.561,0.888,0.476,7.431,11,1.697,3.2,-1.475
2369.205,26.177,0.387,8789.404,1045.481,2521.88,516.687,42.349,4.018,0.573,0.301,0.818,0.427,7.913,10,1.454,3,-1.504
2473.156,27.752,0.359,7598.038,943.768,2539.446,544.334,49.703,4.203,0.94,0.383,0.735,0.261,7.894,11,1.636,3,-1.596
2354.094,26.838,0.346,11596.116,938.883,2526.235,454.993,39.962,2.221,0.956,0.334,0.906,0.445,8.745,9,1.315,2.8,-1.631
2489.237,30.544,0.348,8353.502,1023.06,2550.388,432.317,34.174,4.018,0.489,0.521,0.803,0.511,8.22,7,1.474,3,-1.767
2435.381,23.305,0.384,10698.613,874.089,2514.587,414.701,35.414,4.656,0.697,0.34,0.929,0.303,7.59,12,2.021,3.4,-1.64
2291.527,37.395,0.383,8084.261,1023.064,2517.221,448.133,30.291,3.386,1.125,0.273,0.748,0.318,7.749,11,1.695,3,-1.662
2448.597,25.037,0.323,9107.547,874.967,2605.133,474.69,34.565,4.304,0.876,0.41,0.795,0.165,9.272,10,1.369,2.4,-1.795
2418.906,30.476,0.369,12060.468,1062.185,2708.978,463.09,39.116,3.928,1.322,0.529,0.663,0.453,8.392,9,1.484,2.8,-1.8
2462.167,33.88,0.318,6930.737,843.033,2674.551,451.564,39.751,3.927,0.781,0.413,0.807,0.219,9.598,7,1.2,2.4,-2.048
2496.896,29.353,0.385,7599.653,883.35,2685.275,448.891,46.786,4.842,1.1,0.446,0.85,0.21,8.005,10,1.338,2.8,-1.478
2494.848,38.866,0.343,8331.834,678.25,2706.161,468.118,43.382,4.518,1.236,0.43,0.687,0.296,8.783,9,1.242,2.6,-1.7
2380.555,26.972,0.37,8664.978,1009.434,2801.573,451.018,39.072,3.939,1.118,0.413,0.712,0.262,9.391,8,1.136,2.6,-1.777
2490.515,45.912,0.387,6707.283,855.496,2584.218,526.347,44.246,3.663,0.802,0.352,0.935,0.53,7.11,12,1.827,3.4,-1.447
2486.645,31.57,0.38,9809.594,751.423,2567.776,426.882,46.961,2.911,0.984,0.335,0.768,0.272,7.492,10,1.916,3.2,-1.498
2494.664,58.119,0.387,12155.064,978.933,2512.127,452.011,41.95,4.021,1.04,0.318,0.929,0.937,6.821,9,2.213,3.6,-1.514
2240.161,28.657,0.347,11323.287,715.176,2661.596,451.033,31.891,4.091,1.037,0.589,0.701,0.472,9.822,7,0.957,2.4,-1.793
2198.083,23.933,0.331,8790.139,647.948,2902.166,534.496,30.77,4.057,0.985,0.387,0.785,0.219,10.303,8,0.765,2.2,-2.003
2437.301,56.488,0.379,10962.921,743.775,2507.273,505.367,43.816,2.422,0.181,0.518,0.677,0.883,6.638,12,2.335,3.4,-1.568
2128.688,45.749,0.349,9135.948,885.702,2512.27,451.249,37.274,4.749,0.983,0.551,0.71,0.525,8.765,8,1.504,2.8,-1.925
2489.656,35.489,0.368,9115.174,929.875,2645.385,400.798,33.082,4.656,0.977,0.401,0.779,0.183,7.757,9,1.809,3,-1.689
2295.918,28.6,0.35,8797.183,875.933,2671.866,472.246,31.934,4.271,0.518,0.371,0.8,0.482,9.294,8,1.231,2.6,-1.81
2007.404,24.941,0.342,8967.55,940.874,2506.588,447.16,42.563,4.684,1.125,0.338,0.682,0.176,10.058,11,0.79,2.4,-1.775
2466.625,57.638,0.376,6591.802,883.521,2507.26,428.85,47.531,2.504,0.976,0.231,0.733,0.921,6.992,11,1.841,3.4,-1.413
2496.403,38.451,0.365,9152.416,809.973,2518.146,514.942,32.797,3.182,1.339,0.31,0.884,0.339,7.487,12,1.837,3.2,-1.647
2414.248,55.08,0.384,6582.582,933.874,2585.773,408.121,38.96,3.263,1.311,0.237,0.791,0.836,7.228,10,1.767,3.2,-1.445
2098.879,28.15,0.345,7293.47,761.355,2891.146,485.149,37.9,4.256,0.975,0.395,0.896,0.121,10.27,9,0.493,2.4,-1.753
2096.374,42.282,0.349,6626.665,751.554,3007.905,473.951,39.794,3.692,0.93,0.505,0.816,0.409,10.284,8,0.418,2,-1.682
2393.806,25.488,0.336,9419.134,858.23,3004.184,459.841,43.245,4.373,0.989,0.38,0.868,0.15,10.108,9,1.297,2.4,-2.223
2480.766,56.344,0.376,7701.916,967.153,2572.287,515.325,32.982,3.978,0.66,0.46,0.689,0.878,7.159,11,1.838,3.4,-1.424
2102.872,33.006,0.312,8360.814,795.775,2523.21,517.101,47.046,4.014,1.467,0.395,0.839,0.467,10.141,8,0.956,2.4,-1.855
2471.951,45.784,0.386,11724.091,1063.187,2571.175,425.707,38.248,4,1.299,0.205,0.786,0.526,7.229,10,1.89,3.4,-1.516
2336.155,29.736,0.342,9575.167,651.453,3038.052,436.424,45.13,3.277,1.015,0.406,0.885,0.186,10.17,9,0.78,2.2,-1.795
2117.776,34.989,0.351,9666.684,1008.965,3105.611,526.857,38.902,4.832,1.024,0.372,0.889,0.261,10.285,7,0.663,2.2,-1.994
2101.332,33.602,0.373,8094.849,729.228,2561.393,517.038,39.049,4.215,0.97,0.464,0.909,0.16,9.199,10,1.161,2.6,-1.68
2289.656,31.375,0.384,10882.26,745.894,2513.404,400.727,32.416,3.684,0.86,0.422,0.8,0.311,7.801,9,1.657,3,-1.636
2446.752,51.846,0.377,11289.715,729.6,2534.161,479.478,48.855,2.948,1.136,0.477,0.843,0.728,6.992,12,2.027,3.4,-1.566
2448.725,37.236,0.385,7206.99,746.688,2539.264,418.297,39.632,4.481,0.888,0.544,0.815,0.36,7.358,10,1.861,3.4,-1.476
2382.312,31.733,0.379,7707.302,1033.96,2562.163,414.545,33.899,3.706,1.03,0.377,0.875,0.292,7.978,10,1.465,2.8,-1.602
2361.084,31.305,0.382,8547.479,863.662,2544.134,516.756,30.286,3.575,1.18,0.367,0.897,0.231,7.542,11,2.071,3.2,-1.729
2151.53,29.502,0.36,9750.745,754.064,2525.964,481.042,35.787,3.817,0.967,0.319,0.796,0.203,9.552,9,1.061,2.4,-1.855
2211.279,29.648,0.363,6668.34,649.872,2960.956,447.997,46.739,3.519,0.801,0.404,0.898,0.199,10.078,9,0.938,2.4,-1.757
2423.243,29.01,0.381,8337.842,973.965,2597.073,464.289,40.082,4.574,1.374,0.275,0.849,0.374,7.69,9,1.776,3.2,-1.622
2496.03,32.16,0.389,7259.244,788.13,2558.677,414.027,39.844,4.382,0.608,0.312,0.805,0.392,7.193,10,2.126,3.6,-1.662
2394.702,24.105,0.388,7642.345,1040.103,2611.01,456.238,38.677,4.542,0.979,0.293,0.87,0.3,7.895,10,1.71,3,-1.732
2024.691,31.125,0.343,7595.291,983.439,2520.003,451.441,42.392,2.587,1.038,0.43,0.731,0.353,9.835,7,0.901,2.4,-1.818
2078.813,59.07,0.386,8483.615,1016.137,2527.707,451.925,40.085,2.549,0.151,0.394,0.782,0.969,7.998,8,1.673,2.8,-1.767
2490.44,33.332,0.377,10094.813,648.038,2513.455,415.302,33.575,3.547,1.193,0.352,0.895,0.216,7.313,12,2.021,3.4,-1.627
2437.687,28.642,0.348,6078.993,801.677,2542.712,479.744,49.28,3.195,0.705,0.42,0.887,0.295,8.057,8,1.658,2.8,-1.74
2251.178,28.673,0.346,12697.816,714.474,2648.765,493.452,34.044,3.888,0.982,0.598,0.794,0.53,9.612,7,1.016,2.4,-1.83
2483.498,25.348,0.349,9106.895,681.363,2999.874,476.734,33.938,3.992,1.252,0.316,0.786,0.252,10.057,8,0.941,2.4,-1.897
2385.706,56.081,0.385,7038.585,888.926,2526.168,422.344,49.379,2.093,1.032,0.464,0.861,0.869,6.978,11,1.972,3.4,-1.415
2430.203,27.877,0.331,9948.004,845.893,2992.906,544.103,36.96,4.062,1.037,0.389,0.663,0.209,10.163,8,0.966,2.4,-1.966
2172.779,25.477,0.378,8070.918,745.706,2942.807,509.013,34.464,4.158,1.099,0.386,0.753,0.151,10.107,11,0.815,2.4,-1.675
2367.415,35.67,0.344,9235.953,647.443,2535.682,499.869,32.272,3.508,0.799,0.392,0.857,0.201,8.633,10,1.303,2.6,-1.678
2480.415,51.237,0.386,8401.781,870.223,2570.115,503.945,32.795,4.72,1.043,0.261,0.733,0.708,7.032,11,1.909,3.4,-1.528
2485.641,25.682,0.378,10265.152,772.299,2723.597,478.028,35.498,3.074,0.906,0.391,0.798,0.237,8.023,10,1.725,3,-1.629
2337.586,50.74,0.382,6110.2,731.456,2573.508,462.304,46.117,3.852,0.233,0.255,0.852,0.767,5.615,12,3.77,3.8,-1.566
2107.775,30.917,0.347,8052.037,864.691,2734.256,540.596,46.276,3.899,0.913,0.413,0.921,0.201,10.09,8,0.826,2.4,-1.902
2337.599,28.45,0.361,6750.449,1025.222,2655.462,513.58,39.91,3.65,1.047,0.409,0.927,0.282,9.425,8,1.039,2.6,-1.693
2478.46,34.49,0.38,9991.84,898.74,2736.599,471.521,45.768,4.602,1.159,0.36,0.727,0.204,8.086,12,1.583,3,-1.716
2442.939,43.232,0.379,6244.147,838.166,2569.793,435.435,37.598,3.48,0.65,0.336,0.812,0.441,7.206,11,2.145,3.2,-1.709
2485.202,33.323,0.346,7721.554,913.701,2741.26,536.665,44.54,4.874,1.076,0.333,0.77,0.218,8.922,11,1.257,2.8,-1.827
2460.577,30.926,0.389,10317.347,646.769,2658.767,472.412,46.666,3.927,0.226,0.463,0.777,0.774,7.641,9,1.877,3,-1.609
2403.46,31.816,0.319,7669.692,849.025,2635.284,467.999,46.804,3.602,0.98,0.396,0.804,0.188,9.657,9,1.162,2.6,-2.1
2425.312,34.244,0.32,9032.419,866.3,3028.96,419.145,35.513,4.291,1.063,0.437,0.823,0.144,10.204,11,0.878,2.2,-1.98
2281.484,29.465,0.349,10955.31,819.565,2500.884,447.994,45.028,2.996,1.348,0.362,0.82,0.348,9.097,8,1.198,2.6,-1.845
2178.391,30.104,0.384,6569.084,769.62,2727.838,473.294,44.675,3.843,1.178,0.47,0.853,0.208,9.583,11,0.835,2.4,-1.796
2455.695,46.309,0.381,7654.879,634.143,2557.557,471.987,35.46,2.05,1.438,0.37,0.88,0.544,7.199,11,1.95,3.2,-1.532
2476.838,59.049,0.382,8888.27,1090.124,2517.491,485.596,34.901,3.839,0.287,0.39,0.751,0.968,6.436,11,2.434,3.4,-1.447
2473.22,39.256,0.375,10374.148,830.865,2538.386,410.056,43.124,2.857,0.933,0.324,0.716,0.309,7.281,12,2.111,3.2,-1.684
2486.833,44.625,0.389,11265.253,836.496,2545.356,493.29,31.402,3.227,0.276,0.547,0.689,0.724,7.018,12,1.846,3.4,-1.398
2418.669,38.172,0.385,6851.464,767.855,2555.277,476.982,38.156,3.091,1.272,0.492,0.803,0.272,7.535,11,1.722,3.2,-1.5
2117.662,38.115,0.349,10952.65,875.933,2722.896,520.621,41.207,3.985,1,0.369,0.778,0.32,9.911,6,0.813,2.4,-1.789
2431.188,30.925,0.38,10136.059,687.475,2803.442,449.906,44.128,3.79,1.056,0.348,0.664,0.221,8.57,10,1.355,2.8,-1.613
2476.913,36.55,0.361,10407.208,967.485,2524.821,487.53,38.991,4.52,0.948,0.414,0.77,0.254,7.721,9,1.63,3.2,-1.629
2471.743,28.958,0.379,9687.657,606.45,2635.684,484.179,40.916,3.074,0.98,0.337,0.746,0.242,7.776,10,1.583,3,-1.633
2395.443,43.811,0.383,6429.801,660.075,2535.549,497.472,43.864,4.089,1.017,0.514,0.868,0.46,7.385,10,1.903,3.4,-1.54
2289.415,25.454,0.32,8101.119,840.889,3082.455,505.113,41.13,4.043,0.992,0.353,0.944,0.18,10.218,10,0.761,2.2,-1.668
2451.314,54.605,0.377,8003.723,761.887,2504.867,496.292,39.671,3.123,0.176,0.599,0.822,0.824,6.626,10,2.322,3.4,-1.435
2451.119,30.165,0.379,6880.795,1042.123,2555.995,508.324,39.97,3.004,1.403,0.559,0.945,0.403,7.571,10,1.748,3.2,-1.591
2297.313,32.088,0.343,6239.96,691.915,2516.435,425.547,39.158,3.975,0.46,0.26,0.78,0.54,8.987,8,1.146,2.6,-1.8
2486.769,26.365,0.389,8653.969,770.726,2665.932,528.071,39.806,3.999,0.693,0.286,0.812,0.307,7.963,9,1.572,3,-1.472
2446.079,29.519,0.346,8635.887,839.775,2588.356,526.957,48.939,4.976,0.915,0.321,0.679,0.244,8.438,10,1.502,3,-1.629
2424.648,30.83,0.323,8010.236,785.611,2588.147,434.514,47.105,3.218,0.986,0.32,0.671,0.2,9.123,10,1.384,2.6,-1.868
2307.162,37.146,0.368,10162.743,794.652,2685.1,491.472,35.754,2.889,1.274,0.39,0.801,0.278,8.249,9,1.754,2.8,-1.833
2451.318,28.538,0.334,8855.481,860.446,2703.952,403.975,38.096,4.343,1.197,0.406,0.792,0.197,9.247,9,1.357,2.6,-1.932
2234.544,33.17,0.372,9087.895,640.544,2513.476,497.873,33.928,3.838,0.945,0.423,0.69,0.199,8.133,11,1.544,3,-1.647
2058.189,31.319,0.38,8654.137,993.051,2713.906,449.456,40.524,4.034,0.995,0.429,0.744,0.241,9.605,7,1.055,2.4,-1.78
2306.711,27.251,0.322,9033.086,716.206,2692.714,480.914,34.262,4.039,1.082,0.368,0.674,0.158,10.073,11,0.784,2.4,-1.831
2421.212,43.624,0.382,9146.612,941.286,2600.543,452.64,32.861,2.708,0.948,0.333,0.722,0.454,-0.407,10,5.004,4,-1.422
2229.916,33.91,0.349,8402.797,764.451,2505.762,467.133,42.058,3.222,1.218,0.465,0.809,0.218,8.671,10,1.506,2.6,-1.85
2200.829,40.615,0.353,11969.247,1066.75,2780.072,451.1,47.973,4.104,0.225,0.413,0.815,0.775,9.251,7,1.607,2.4,-2.186
2479.083,29.574,0.373,12533.5,884.644,2530.315,449.778,49.436,3.826,0.972,0.315,0.87,0.51,7.478,9,2.009,3.2,-1.656
2253.394,35.096,0.372,6805.522,643.872,3067.058,458.997,43.555,3.506,0.814,0.409,0.781,0.195,10.074,10,0.927,2.4,-1.966
2304.562,33.275,0.368,9218.917,654.962,2506.874,468.385,43.915,4.899,1.158,0.446,0.882,0.225,7.835,12,1.819,2.8,-1.816
2453.065,26.51,0.375,6828.02,627.291,2586.787,440.692,44.001,3.328,1.164,0.439,0.678,0.216,7.928,12,1.687,3.2,-1.768
2294.842,27.358,0.31,7404.761,1049.876,2627.45,500.187,40.936,4.667,0.987,0.466,0.942,0.312,7.068,11,2.848,3.2,-1.892
2329.428,32.512,0.342,7817.255,858.661,2995.799,475.663,40.114,4.632,0.956,0.434,0.887,0.158,10.115,9,0.954,2.2,-1.925
2470.764,30.934,0.355,8286.519,963.922,2631.624,411.532,35.048,4.157,0.716,0.412,0.661,0.284,8.498,8,1.449,2.8,-1.627
2428.169,34.234,0.389,6798.339,743.209,2879.674,466.057,34.252,3.348,0.865,0.327,0.815,0.183,8.291,11,1.41,2.8,-1.667
2440.917,30.736,0.388,6853.407,780.457,2565.151,455.872,41.283,3.488,1.249,0.467,0.818,0.249,7.347,10,2.131,3.4,-1.767
2321.825,53.775,0.386,6610.838,732.658,2560.441,467.739,42.567,3.983,0.968,0.413,0.884,0.792,7.429,9,1.831,3.2,-1.536
2498.879,39.981,0.367,7849.877,907.606,2570.235,453.276,42.049,4.904,0.88,0.381,0.786,0.333,7.326,10,2.095,3.2,-1.758
2113.596,30.632,0.322,6572.275,805.829,3073.254,525.512,37.778,4.282,1.017,0.32,0.922,0.208,10.107,8,1.014,2.2,-2.297
2486.715,33.773,0.379,8848.12,851.255,2945.978,462.353,39.627,4.857,0.981,0.326,0.752,0.214,9.027,10,1.216,2.6,-1.671
2299.722,29.082,0.387,7534.237,1004.192,2623.368,520.449,46.18,4.599,1.021,0.431,0.764,0.255,8.283,9,1.38,2.8,-1.644
2344.984,35.121,0.383,6467.322,1024.986,2551.024,465.391,34.199,3.998,1.257,0.49,0.935,0.281,7.69,11,1.738,3,-1.671
2381.24,34.633,0.342,7928.562,925.68,2584.364,408.492,35.664,3.403,0.92,0.366,0.655,0.181,8.141,12,1.932,2.8,-2.14
2402.826,56.398,0.389,7207.73,791.838,2525.127,491.289,35.175,4.294,1.304,0.298,0.807,0.88,6.846,10,1.931,3.6,-1.424
2427.077,36.53,0.386,7947.354,962.346,2535.983,433.87,36.326,2.681,1.062,0.526,0.756,0.33,7.283,12,2.124,3.4,-1.633
2285.4,40.531,0.383,8842.851,794.849,2504.204,500.995,37.327,3.888,1.331,0.566,0.661,0.415,7.637,10,1.767,3,-1.574
2291.686,32.327,0.382,6745.475,806.432,2591.409,486.547,49.894,3.807,1.106,0.406,0.802,0.266,8.056,9,1.564,2.8,-1.6
2475.21,53.667,0.389,7376.841,637.975,2630.511,405.626,48.875,3.943,0.958,0.382,0.701,0.789,7.163,9,1.898,3.4,-1.556
2441.71,29.075,0.352,9750.573,855.843,2993.214,450.133,31.399,2.168,0.971,0.425,0.846,0.458,10.087,6,0.879,2.4,-1.903
2398.216,40.479,0.361,10412.396,1043.264,2531.318,533.159,38.646,3.625,1.002,0.399,0.716,0.349,7.887,9,1.544,2.8,-1.636
2355.769,24.111,0.383,6434.182,909.939,2577.839,488.353,36.678,2.898,1.087,0.508,0.928,0.275,7.996,12,1.657,3.2,-1.764
2134.605,28.992,0.387,7354.832,713.433,2548.675,450.98,32.471,3.837,1.171,0.452,0.893,0.176,8.694,10,1.273,2.8,-1.662
2454.039,40.998,0.384,7546.817,622.282,2585.153,471.075,47.25,4.705,0.765,0.39,0.825,0.367,7.502,11,1.738,3.2,-1.544
2373.217,44.102,0.378,6038.63,810.467,2534.621,461.888,39.23,4.663,0.862,0.371,0.785,0.47,7.547,9,1.808,3.2,-1.558
2308.114,28.03,0.345,8968.118,969.484,2521.248,443.069,46.113,4.285,0.884,0.398,0.927,0.212,8.343,10,1.69,2.8,-1.785
2106.414,33.202,0.35,9418.574,713.498,2504.085,542.537,42.859,4.467,1.138,0.423,0.783,0.206,9.336,9,1.361,2.4,-2.013
2474.902,42.892,0.386,9609.606,940.174,2609.658,450.612,39.098,2.062,1.462,0.386,0.909,0.485,7.203,9,2.105,3.2,-1.664
2349.689,35.01,0.343,8789.328,1084.743,2605.004,496.994,44.829,3.426,1,0.401,0.799,0.356,9.152,8,1.165,2.6,-1.83
2445.501,37.366,0.39,9728.086,781.061,2701.333,549.506,46.07,3.987,0.814,0.535,0.717,0.338,7.578,11,1.868,3,-1.676
2121.701,44.067,0.371,11501.125,1026.372,2569.223,465.14,39.503,3.819,0.949,0.413,0.731,0.469,8.742,8,1.441,2.6,-1.875
2496.471,53.686,0.389,6870.008,1070.176,2582.901,486.837,34.315,2.622,0.189,0.213,0.697,0.811,6.571,12,2.16,3.6,-1.422
2125.235,30.996,0.388,9629.446,807.01,2872.864,492.804,40.597,4.048,1.095,0.414,0.913,0.16,9.729,7,0.976,2.4,-1.807
