max_rpm,dampRateFullT,dampRateZero_CE,dampRateZero_CD,gearSwitchTime,clutchStrength,mass,dragCoeff,tireFric,dampRate,radius,maxBrakeTorque,MaxPercentage,SaftyDegree,numbers,TIT,TET,Dece
5678.366,0.153,1.919,0.345,0.509,10.115,2395.304,0.308,3.389,0.249,35.587,1511.773,0.04,-5.924,3,0.0,0.0,1.785
5866.56,0.156,2.0,0.337,0.364,10.143,2318.559,0.308,3.576,0.249,36.937,1575.13,0.272,-6.137,5,0.0,0.0,2.049
5813.864,0.153,1.956,0.345,0.507,10.317,2403.351,0.294,3.58,0.249,35.466,1499.235,0.032,-5.831,1,0.0,0.0,2.023
5566.409,0.153,1.429,0.34,0.375,10.124,2400.743,0.307,3.476,0.251,35.561,1222.631,0.285,-6.495,4,0.0,0.0,4.935
5743.389,0.153,1.991,0.345,0.507,10.124,2403.238,0.307,3.48,0.249,36.069,1501.353,0.023,-5.911,2,0.0,0.0,1.487
4973.167,0.148,1.465,0.337,0.363,10.129,2318.772,0.323,3.474,0.25,36.943,1545.299,0.274,-6.5,6,0.0,0.0,3.812
4971.423,0.148,1.464,0.337,0.363,10.148,2318.772,0.324,3.474,0.249,36.913,1545.299,0.274,-6.565,7,0.0,0.0,2.175
4788.051,0.121,1.48,0.34,0.363,10.811,2423.43,0.321,3.618,0.287,36.406,1229.814,0.274,-6.575,10,0.0,0.0,4.757
5577.974,0.151,1.912,0.343,0.49,10.13,2040.053,0.304,3.614,0.257,36.502,1535.909,0.151,-6.263,5,0.0,0.0,2.237
5395.141,0.154,1.408,0.371,0.51,10.998,2040.062,0.391,3.599,0.256,36.3,1417.495,0.303,-6.714,8,0.0,0.0,4.287
5385.1,0.112,1.352,0.33,0.343,10.975,2063.193,0.306,3.675,0.256,36.508,1312.488,0.324,-6.927,10,0.0,0.0,2.475
5667.384,0.15,2.001,0.346,0.49,10.064,2372.814,0.307,3.528,0.257,36.462,1494.973,0.028,-5.859,3,0.0,0.0,4.335
5869.78,0.157,1.162,0.348,0.309,9.325,2047.58,0.267,3.581,0.28,36.8,1307.275,0.419,-7.164,9,0.0,0.0,2.491
5877.176,0.149,1.999,0.349,0.309,10.097,2047.768,0.307,3.588,0.256,36.781,1307.275,0.382,-6.689,5,0.0,0.0,1.209
5666.118,0.155,1.752,0.358,0.49,10.964,2057.055,0.306,3.523,0.274,36.791,1494.137,0.144,-6.354,6,0.0,0.0,2.291
5492.302,0.147,1.912,0.348,0.49,9.925,2396.957,0.304,3.614,0.25,36.502,1496.569,0.053,-5.917,3,0.0,0.0,0.611
5908.742,0.149,1.375,0.361,0.32,10.011,2052.785,0.247,3.582,0.256,36.77,1502.956,0.36,-6.628,6,0.0,0.0,1.955
5687.857,0.149,2.012,0.353,0.505,10.064,2401.715,0.307,3.587,0.256,36.157,1497.958,0.025,-5.853,2,0.0,0.0,2.48
5687.857,0.149,1.365,0.348,0.342,10.064,2051.882,0.251,3.603,0.262,36.471,1497.956,0.318,-6.608,7,0.0,0.0,2.414
5902.631,0.152,1.076,0.358,0.484,10.011,2049.303,0.309,3.581,0.256,35.983,1495.884,0.462,-6.8,4,0.0,0.0,2.552
5876.015,0.154,1.166,0.34,0.311,10.139,2047.817,0.302,3.582,0.28,36.784,1294.406,0.417,-7.051,7,0.0,0.0,3.821
5576.98,0.149,1.413,0.348,0.342,10.064,2051.827,0.251,3.603,0.236,36.471,1497.956,0.316,-6.579,7,0.0,0.0,3.176
5577.735,0.149,1.203,0.348,0.49,10.129,2075.478,0.299,3.613,0.254,36.558,1497.783,0.398,-6.328,4,0.0,0.0,2.463
5666.643,0.153,1.924,0.311,0.341,9.934,2063.193,0.287,3.614,0.256,36.528,1495.779,0.318,-6.543,5,0.0,0.0,2.19
5663.013,0.147,1.92,0.36,0.49,10.126,2395.136,0.305,3.519,0.254,35.632,1496.552,0.04,-5.913,2,0.0,0.0,2.014
5666.315,0.147,1.951,0.352,0.305,10.082,2399.747,0.3,3.59,0.254,35.661,1494.942,0.39,-5.979,2,0.0,0.0,2.76
5869.69,0.149,1.375,0.348,0.349,10.011,2052.785,0.247,3.581,0.256,36.77,1502.956,0.312,-6.57,6,0.0,0.0,3.054
5576.116,0.151,1.981,0.355,0.49,9.916,2042.458,0.307,3.518,0.257,36.51,1494.942,0.15,-6.159,3,0.0,0.0,2.24
5902.631,0.152,1.414,0.358,0.484,10.011,2049.303,0.309,3.581,0.261,35.99,1495.884,0.293,-6.533,5,0.0,0.0,2.439
