Town02,0,1,66,19,100.0,1,231.1
Town02,0,3,66,19,100.0,2,196.9
Town02,0,6,66,19,100.0,1,230.85
Town02,0,8,66,19,100.0,2,196.45
Town02,0,1,6,71,100.0,0,224.1
Town02,0,3,6,71,100.0,0,223.05
Town02,0,6,6,71,100.0,0,224.4
Town02,0,8,6,71,100.0,0,224.2
Town02,0,1,66,28,100.0,2,248.8
Town02,0,3,66,28,100.0,2,216.55
Town02,0,6,66,28,100.0,1,249.65
Town02,0,8,66,28,100.0,1,218.85
Town02,0,1,46,32,100.0,1,42.3
Town02,0,3,46,32,62.89,1,138.4
Town02,0,6,46,32,5.25,0,4.5
