max_rpm,dampRateFullT,dampRateZero_CE,dampRateZero_CD,gearSwitchTime,clutchStrength,mass,dragCoeff,tireFric,dampRate,radius,maxBrakeTorque,MaxPercentage,SaftyDegree,numbers,TIT,TET
5813.56,0.156,2.057,0.352,0.579,9.852,2609.5,0.294,1.121,0.249,31.718,1216.473,0.68,-2.445,5,0,0
5812.846,0.156,2.115,0.335,0.588,9.91,2587.843,0.304,1.703,0.253,31.791,1332.719,0.513,1.221,6,0.962,1.7
5824.494,0.157,2.063,0.355,0.59,10.133,2606.401,0.295,1.325,0.253,31.721,1326.132,0.621,0.4,5,1.535,2.05
6647.774,0.116,1.221,0.342,0.352,11.639,2693.636,0.302,3.307,0.25,32.369,1247.5,0.389,1.219,9,0.984,1.75
5824.204,0.156,2.033,0.342,0.477,9.971,2411.047,0.303,3.487,0.249,31.947,1359.695,0.1,2.59,2,0.392,1.3
6259.601,0.157,1.938,0.342,0.483,9.97,2412.624,0.302,3.398,0.259,32.128,1356.978,0.095,3.295,4,0.332,0.95
4601.757,0.12,1.092,0.327,0.596,9.934,2692.817,0.304,1.018,0.249,32.161,1211.159,0.709,-3.969,9,0,0
4601.757,0.152,1.005,0.357,0.597,9.933,2690.987,0.304,1.018,0.249,32.161,1211.158,0.709,-3.96,7,0,0
5790.886,0.12,1.092,0.342,0.596,9.934,2692.817,0.304,1.028,0.249,31.947,1219.472,0.706,-1.459,7,0,0
4660.931,0.146,1.01,0.324,0.562,9.968,2699.255,0.318,1.145,0.252,32.116,1206.021,0.673,-1.018,8,1.735,2.05
4312.794,0.154,2.032,0.331,0.572,9.967,2415.945,0.314,1.064,0.25,32.124,1247.751,0.696,0.113,6,1.806,2.15
6647.774,0.153,1.242,0.342,0.369,11.608,2675.08,0.302,3.449,0.245,32.13,1213.495,0.379,1.421,7,0.879,1.65
4617.292,0.154,1.938,0.342,0.488,9.967,2414.509,0.304,3.449,0.251,32.122,1222.042,0.204,2.031,3,0.592,1.45
6225.587,0.154,1.938,0.343,0.488,9.929,2405.175,0.304,3.465,0.25,32.124,1352.192,0.099,3.054,3,0.384,1.05
5818.628,0.128,2.032,0.345,0.58,10.681,2644.334,0.304,3.4,0.249,32.15,1222.357,0.185,1.457,6,0.848,1.65
6248.955,0.119,1.017,0.328,0.314,10.014,2675.59,0.314,1.553,0.255,32.203,1206.107,0.556,0.596,9,1.373,1.9
5850.342,0.126,2.035,0.335,0.574,10.694,2643.946,0.304,3.311,0.249,32.338,1287.33,0.16,1.557,8,0.797,1.6
4630.87,0.154,1.933,0.342,0.492,9.967,2412.351,0.304,1.064,0.251,32.122,1217.027,0.696,0.847,4,1.181,1.85
4475.951,0.154,2.032,0.34,0.579,9.967,2415.945,0.314,1.064,0.251,32.122,1215.212,0.696,0.168,5,1.764,2.15
5859.094,0.159,2.055,0.342,0.444,10.849,2629.046,0.31,3.459,0.251,31.944,1258.954,0.161,1.549,7,0.794,1.6
5821.017,0.154,2.039,0.342,0.492,9.967,2412.351,0.303,1.064,0.251,32.215,1217.027,0.696,1.645,3,0.749,1.65
6258.2,0.164,1.933,0.342,0.488,10.091,2672.45,0.303,3.4,0.25,32.122,1333.854,0.112,2.262,5,0.526,1.3
4517.322,0.154,1.013,0.327,0.596,9.974,2692.817,0.289,1.807,0.251,32.161,1211.159,0.494,0.871,8,1.206,1.85
6647.774,0.153,1.085,0.342,0.369,11.676,2675.08,0.302,3.529,0.245,32.13,1213.495,0.458,1.294,7,0.944,1.7
6647.224,0.116,1.193,0.342,0.301,10.879,2673.818,0.304,3.466,0.252,32.362,1214.517,0.403,1.254,8,0.978,1.7
6646.317,0.154,1.001,0.342,0.307,10.007,2641.889,0.288,1.395,0.247,32.333,1217.859,0.601,0.76,7,1.258,1.8
4473.78,0.153,2.212,0.363,0.592,9.875,2667.007,0.304,1.109,0.245,32.13,1215.212,0.683,0.322,7,1.553,2
6240.048,0.153,1.944,0.342,0.487,9.929,2694.782,0.283,3.499,0.25,32.124,1286.013,0.143,2.185,4,0.549,1.3
5012.203,0.152,2.033,0.342,0.485,9.97,2632.847,0.304,1.304,0.251,32.308,1341.375,0.627,1.411,5,0.874,1.6
6209.212,0.147,1.934,0.343,0.561,9.968,2699.18,0.305,1.161,0.252,32.124,1238.102,0.668,0.668,6,1.308,1.9
5040.732,0.154,1.938,0.342,0.483,9.97,2694.395,0.288,3.464,0.251,32.05,1237.252,0.175,1.832,4,0.658,1.5
4516.699,0.153,2.212,0.344,0.579,9.875,2670.24,0.302,1.112,0.245,32.13,1215.212,0.682,0.539,7,1.356,1.9
5824.204,0.153,2.102,0.342,0.477,9.971,2411.047,0.303,3.521,0.249,31.947,1359.695,0.1,2.363,3,0.477,1.35
6646.317,0.154,1,0.328,0.3,9.955,2641.889,0.304,1.395,0.248,32.337,1217.859,0.601,0.742,8,1.275,1.85
4469.976,0.153,1.027,0.342,0.495,9.033,2641.904,0.316,1.219,0.252,32.333,1212.606,0.652,0.567,7,1.399,1.9
5000.925,0.153,2.033,0.34,0.56,9.97,2632.847,0.304,3.461,0.251,32.303,1339.589,0.138,1.722,5,0.715,1.55
6239.992,0.154,1.945,0.342,0.487,9.929,2629.83,0.304,1.272,0.25,32.124,1209.358,0.637,1.112,5,1.04,1.75
5040.732,0.154,1.933,0.342,0.485,9.97,2672.487,0.304,3.464,0.25,32.342,1209.031,0.194,1.761,4,0.693,1.55
5818.518,0.151,1.032,0.345,0.301,10.351,2636.538,0.304,3.563,0.244,32.154,1207.25,0.484,1.033,6,1.096,1.75
5102.825,0.154,1.963,0.342,0.485,9.97,2689.865,0.31,3.464,0.25,32.342,1247.341,0.168,2.085,4,0.555,1.4
6248.955,0.121,1.209,0.342,0.314,10.014,2674.367,0.314,3.513,0.255,31.934,1214.641,0.395,1.369,7,0.925,1.7
4458.047,0.118,1.092,0.327,0.302,9.934,2690.636,0.304,1.825,0.249,32.301,1211.159,0.479,0.962,9,1.126,1.85
6262.155,0.155,2.076,0.342,0.562,9.968,2640.118,0.289,3.394,0.25,31.948,1336.629,0.124,2.056,5,0.59,1.4
4489.446,0.154,1.061,0.342,0.32,10.351,2672.373,0.302,3.563,0.244,32.154,1206.606,0.47,1.194,7,0.993,1.75
6233.774,0.157,1.938,0.342,0.483,9.97,2696.469,0.302,3.523,0.259,32.128,1356.978,0.122,2.252,5,0.531,1.3
4630.87,0.154,1.933,0.342,0.492,9.967,2412.351,0.304,1.247,0.251,32.122,1217.027,0.644,1.747,4,0.708,1.55
6262.155,0.154,2.076,0.342,0.484,10.032,2400.041,0.289,3.396,0.25,31.948,1336.629,0.109,2.336,3,0.524,1.3
4516.738,0.154,1.016,0.342,0.304,10.006,2699.075,0.289,1.8,0.251,32.261,1210.915,0.492,0.948,7,1.138,1.8
5036.532,0.153,1.938,0.342,0.579,9.97,2632.799,0.303,3.461,0.251,32.342,1236.694,0.176,1.63,5,0.76,1.6
6906.81,0.153,1,0.342,0.305,10.478,2632.837,0.304,1.296,0.247,32.336,1217.489,0.63,0.72,8,1.292,1.85
6259.601,0.157,1.938,0.363,0.483,9.969,2673.273,0.304,3.398,0.244,32.043,1354.438,0.112,2.293,4,0.515,1.3
6692.674,0.153,1.064,0.342,0.369,11.676,2660.422,0.302,3.529,0.251,32.122,1213.495,0.468,1.243,7,0.973,1.7
5836.527,0.146,1.012,0.349,0.482,11.83,2672.724,0.268,1.047,0.252,32.031,1208.552,0.701,-1.373,8,0,0
5802.237,0.146,2.046,0.347,0.51,9.981,2409.242,0.302,3.553,0.246,35.051,1458.756,0.027,2.917,2,0.361,1.15
5242.277,0.142,1.865,0.385,0.41,11.706,2675.455,0.27,3.159,0.254,31.7,1215.148,0.19,1.371,11,0.883,1.65
5778.452,0.151,1.009,0.353,0.482,10.037,2686.562,0.278,1.047,0.252,32.306,1206.287,0.701,0.183,5,1.816,2.15
5802.863,0.145,2.021,0.35,0.51,9.981,2409.123,0.282,3.553,0.252,34.721,1206.72,0.196,2.647,2,0.421,1.25
5791.543,0.145,1.216,0.349,0.401,10.044,2680.135,0.278,3.612,0.254,31.967,1200.408,0.392,1.239,5,0.971,1.75
5811.438,0.146,1.977,0.347,0.52,9.876,2687.857,0.281,3.471,0.252,32.1,1202.029,0.199,1.677,3,0.733,1.55
4411.385,0.148,1.004,0.314,0.49,11.83,2674.733,0.312,1.661,0.252,32.046,1201.138,0.525,1.147,8,1.036,1.75
4411.389,0.151,1.029,0.311,0.487,11.795,2677.912,0.386,1.224,0.254,32.626,1205.812,0.65,0.461,9,1.469,1.9
5776.293,0.146,1.954,0.385,0.503,10.04,2545.714,0.278,3.382,0.255,32.186,1406.187,0.1,2.367,5,0.475,1.35
5802.598,0.146,1.857,0.33,0.526,9.981,2409.508,0.294,3.373,0.254,34.832,1400.692,0.072,2.735,6,0.411,1.25
5814.654,0.142,1.833,0.331,0.481,9.276,2537.52,0.278,3.452,0.252,34.99,1438.631,0.084,2.683,7,0.424,1.2
5773.481,0.144,1.972,0.348,0.504,9.872,2687.857,0.286,1.101,0.252,32.1,1202.029,0.685,0.837,4,1.205,1.8
5237.37,0.142,1.864,0.386,0.413,11.706,2675.591,0.29,3.109,0.288,31.712,1201.599,0.199,1.33,11,0.906,1.7
5760.016,0.142,1.833,0.331,0.481,9.278,2537.469,0.278,3.381,0.252,34.851,1362.76,0.091,2.633,9,0.428,1.25
5242.277,0.145,1.865,0.385,0.411,11.784,2675.455,0.27,3.159,0.254,31.7,1215.148,0.19,1.43,10,0.854,1.65
5768.921,0.146,1.045,0.33,0.489,10.133,2690.242,0.278,1.075,0.252,32.301,1207.145,0.693,0.256,7,1.733,2.1
5791.474,0.145,1.862,0.33,0.509,9.981,2409.121,0.278,3.525,0.245,34.764,1384.542,0.077,2.717,4,0.409,1.2
4411.385,0.158,1.004,0.316,0.49,11.83,2677.635,0.246,1.277,0.252,32.046,1201.137,0.635,0.497,10,1.45,1.9
5779.254,0.146,1.046,0.33,0.482,10.133,2690.2,0.278,1.075,0.252,32.301,1207.145,0.693,0.266,6,1.76,2.15
5791.343,0.146,2.028,0.347,0.51,10.044,2436.082,0.302,3.553,0.254,35.066,1458.756,0.027,2.909,3,0.364,1.15
5760.016,0.152,1.833,0.331,0.481,9.278,2537.471,0.278,3.381,0.252,34.851,1362.76,0.091,2.647,8,0.424,1.25
5792.369,0.147,1.941,0.348,0.505,9.963,2682.359,0.302,3.494,0.257,32.282,1305.607,0.13,1.958,3,0.611,1.45
5811.703,0.144,1.972,0.397,0.415,10.156,2685.152,0.29,3.509,0.244,32.266,1240.835,0.173,1.55,5,0.799,1.6
5774.203,0.147,2.003,0.337,0.505,9.912,2677.294,0.303,3.441,0.252,32.177,1331.356,0.114,2.229,3,0.51,1.35
4411.092,0.157,1.004,0.378,0.49,11.547,2675.542,0.264,1.335,0.252,32.156,1205.959,0.619,0.604,9,1.378,1.95
5794.487,0.146,1.973,0.34,0.505,9.983,2683.133,0.278,3.375,0.246,32.11,1269.226,0.154,1.831,4,0.665,1.5
5802.027,0.147,1.86,0.337,0.505,9.911,2677.294,0.309,3.495,0.254,32.177,1338.839,0.114,2.084,4,0.569,1.4
5805.465,0.145,1.947,0.347,0.49,10.105,2678.304,0.278,1.584,0.252,32.038,1202.31,0.547,1.158,4,1.007,1.7
4539.046,0.144,1.133,0.373,0.509,10.146,2676.446,0.278,1.424,0.251,32.29,1204.673,0.593,0.749,7,1.274,1.9
4539.046,0.144,1.145,0.347,0.521,10.139,2676.644,0.278,1.424,0.251,32.29,1204.673,0.593,0.961,6,1.143,1.8
5802.237,0.146,2.046,0.347,0.5,9.981,2408.464,0.302,3.553,0.246,35.051,1413.451,0.058,2.871,2,0.37,1.15
5577.724,0.145,1.083,0.386,0.493,10.042,2683.148,0.281,1.619,0.251,32.203,1208.861,0.537,0.913,7,1.175,1.8
4411.385,0.147,1.004,0.348,0.49,9.782,2674.733,0.312,1.514,0.252,32.046,1200.629,0.567,0.825,7,1.231,1.85
5773.996,0.15,1.032,0.348,0.524,9.872,2687.857,0.281,1.179,0.252,32.1,1202.029,0.663,0.496,6,1.457,1.9
5811.438,0.154,1.022,0.347,0.52,9.876,2687.857,0.281,1.101,0.252,32.1,1202.029,0.685,0.288,5,1.713,2.1
5825.056,0.155,2.028,0.386,0.505,10.404,2679.779,0.266,3.393,0.255,32.28,1284.985,0.143,1.911,6,0.629,1.45
5811.703,0.144,1.972,0.397,0.411,10.002,2684.26,0.267,3.484,0.244,32.105,1239.159,0.178,1.477,6,0.834,1.6
5825.056,0.155,1.861,0.386,0.505,10.448,2679.779,0.278,3.386,0.255,32.186,1279.869,0.147,1.768,6,0.695,1.5
5802.237,0.146,2.021,0.347,0.51,9.981,2422.795,0.309,3.553,0.246,35.172,1449.443,0.034,2.807,3,0.389,1.15
5774.203,0.147,2.086,0.337,0.49,9.912,2541.067,0.308,3.441,0.252,32.181,1331.356,0.112,2.307,4,0.486,1.35
5773.996,0.15,2.001,0.348,0.52,9.868,2692.941,0.278,1.368,0.255,32.184,1203.563,0.609,1.111,4,1.039,1.75
4411.385,0.148,1.004,0.303,0.49,11.83,2674.733,0.312,1.52,0.252,32.046,1200.629,0.566,0.84,8,1.222,1.85
4411.385,0.158,1.004,0.316,0.49,11.83,2677.799,0.313,1.277,0.252,32.046,1206.396,0.635,0.502,9,1.447,1.9
5811.244,0.15,1.038,0.348,0.497,9.867,2692.941,0.281,1.383,0.254,32.183,1201.967,0.605,0.714,5,1.315,1.9
5773.996,0.15,1.017,0.347,0.52,9.868,2692.851,0.278,1.368,0.255,32.184,1202.034,0.609,0.653,5,1.352,1.9
5808.807,0.145,1.862,0.331,0.51,10.038,2409.556,0.281,3.557,0.252,32.035,1388.319,0.098,2.542,4,0.46,1.25
5801.499,0.143,2.021,0.348,0.505,10.044,2675.856,0.31,3.452,0.254,32.177,1440.217,0.113,2.423,3,0.451,1.3
5748.687,0.145,1.949,0.334,0.49,10.122,2537.469,0.278,3.381,0.252,32.239,1363.182,0.092,2.518,6,0.412,1.3
5776.512,0.144,2.029,0.35,0.51,9.984,2404.889,0.282,3.553,0.252,34.72,1406,0.063,2.792,2,0.391,1.15
5671.877,0.141,2.006,0.275,0.577,9.819,2693.641,0.3,3.392,0.255,32.033,1215.107,0.214,1.356,8,0.9,1.7
5774.19,0.145,1.97,0.365,0.493,9.958,2602.443,0.288,3.532,0.257,32.219,1504.435,0.092,2.34,2,0.492,1.35
5779.275,0.143,1.979,0.362,0.509,9.949,2592.564,0.287,3.557,0.251,32.717,1493.237,0.078,3.173,2,0.338,1
5781.566,0.149,1.006,0.362,0.586,9.954,2697.29,0.287,1.01,0.259,31.754,1215.552,0.711,-4.287,7,0,0
5777.261,0.145,2.019,0.362,0.6,9.955,2696.988,0.31,1.013,0.247,31.796,1247.588,0.711,-2.928,5,0,0
5777.947,0.144,1.046,0.364,0.59,9.897,2690.21,0.291,1.034,0.255,31.755,1215.655,0.705,-3.898,6,0,0
5781.472,0.145,2.011,0.362,0.496,9.955,2696.583,0.31,1.021,0.247,31.796,1217.249,0.708,-2.313,4,0,0
5644.054,0.145,2.009,0.365,0.6,9.958,2674.438,0.306,1.584,0.259,31.984,1254.173,0.547,0.057,7,1.785,2.1
5777.48,0.145,1.979,0.253,0.575,9.88,2691.204,0.303,3.397,0.256,32.28,1214.773,0.277,1.291,5,0.934,1.7
5777.162,0.144,1.033,0.365,0.584,9.897,2697.309,0.31,1.16,0.247,31.797,1216.11,0.669,-1.417,6,0,0
5909.549,0.149,1.985,0.366,0.539,9.949,2591.796,0.292,3.518,0.255,32.717,1494.154,0.078,2.703,5,0.363,1.2
5779.275,0.143,1.979,0.362,0.539,9.949,2592.564,0.287,3.557,0.251,32.375,1495.409,0.088,3.055,3,0.36,1
6029.2,0.155,2.009,0.365,0.6,9.958,2696.134,0.31,2.119,0.247,31.827,1284.681,0.395,1.116,6,1.021,1.75
5619.738,0.145,1.981,0.362,0.521,9.958,2659.409,0.283,3.533,0.256,32.031,1473.562,0.106,2.268,4,0.508,1.3
5776.516,0.144,2.016,0.365,0.511,9.953,2695.531,0.287,3.58,0.244,31.733,1215.553,0.19,1.54,3,0.79,1.65
5781.541,0.145,1.658,0.363,0.585,9.95,2695.885,0.306,1.271,0.259,31.983,1215.548,0.637,-1.504,7,0,0
5905.871,0.145,1.985,0.366,0.557,9.947,2679.756,0.3,3.426,0.255,32.355,1423.734,0.115,1.809,6,0.682,1.45
5780.285,0.141,1.979,0.366,0.557,9.89,2693.65,0.3,3.343,0.255,32.348,1423.734,0.12,1.786,7,0.691,1.5
5781.414,0.145,1.974,0.365,0.585,9.898,2697.29,0.287,1.738,0.258,31.934,1215.552,0.503,0.815,6,1.203,1.85
5781.493,0.144,1.033,0.365,0.584,9.897,2697.309,0.291,1.154,0.26,31.755,1215.552,0.67,-3.051,7,0,0
5777.261,0.145,2.02,0.367,0.6,9.958,2674.438,0.31,2.004,0.255,32.027,1202.945,0.427,0.916,6,1.136,1.85
5778.245,0.145,1.04,0.364,0.587,9.95,2687.906,0.324,1.844,0.253,31.939,1215.448,0.48,0.645,7,1.318,1.85
5777.254,0.145,2.02,0.362,0.6,9.957,2674.438,0.31,1.426,0.255,32.026,1267.631,0.593,0.213,5,1.675,2.05
5777.453,0.144,1.045,0.364,0.584,9.897,2697.309,0.291,1.154,0.255,31.755,1215.552,0.67,-2.572,6,0,0
5776.993,0.143,1.929,0.365,0.577,9.947,2696.962,0.298,1.061,0.255,31.903,1268.444,0.697,-2.518,5,0,0
5776.757,0.145,1.965,0.365,0.585,9.898,2697.29,0.287,1.267,0.259,31.934,1215.548,0.638,0.137,6,1.755,2.1
5777.508,0.145,1.979,0.266,0.575,9.95,2690.98,0.302,3.37,0.258,32.28,1203.001,0.24,1.309,7,0.924,1.7
5759.694,0.146,1.939,0.365,0.494,9.996,2674.37,0.308,3.508,0.256,31.708,1361.127,0.112,2.075,4,0.568,1.4
5777.48,0.145,1.931,0.271,0.577,9.955,2690.253,0.247,3.37,0.249,31.918,1214.734,0.226,1.386,7,0.885,1.65
5755.343,0.145,2.019,0.365,0.544,9.948,2693.723,0.302,3.57,0.256,31.79,1281.684,0.146,1.77,5,0.686,1.55
5777.675,0.141,1.979,0.362,0.557,9.938,2697.149,0.3,3.327,0.257,32.348,1423.734,0.122,1.759,6,0.705,1.55
5776.993,0.146,1.981,0.365,0.577,9.948,2696.962,0.298,3.214,0.257,31.884,1268.444,0.154,1.674,5,0.737,1.6
5777.261,0.145,2.019,0.362,0.6,9.955,2696.988,0.31,1.483,0.255,31.788,1492.074,0.576,0.496,4,1.347,1.8
5777.254,0.145,1.95,0.362,0.6,9.939,2674.438,0.31,1.444,0.255,32.022,1267.631,0.587,0.435,5,1.444,1.9
5781.566,0.145,2.024,0.365,0.586,9.897,2696.966,0.289,1.518,0.255,31.754,1215.755,0.566,0.887,5,1.163,1.85
5800.462,0.142,1.932,0.337,0.576,10.013,2617.159,0.292,3.414,0.255,32.042,1237.698,0.175,1.564,5,0.793,1.6
5776.436,0.145,2.016,0.365,0.511,9.953,2695.531,0.287,1.813,0.244,31.721,1215.554,0.482,1.33,4,0.905,1.65
5644.054,0.145,2.02,0.365,0.6,9.957,2674.438,0.31,1.584,0.251,32.026,1254.173,0.547,0.444,6,1.438,1.9
5782.511,0.146,1.928,0.364,0.431,9.948,2640.192,0.284,3.499,0.247,32.034,1253.897,0.164,1.606,4,0.776,1.6
5777.261,0.145,2.019,0.362,0.6,9.955,2696.988,0.31,1.517,0.255,31.788,1248.864,0.567,0.59,5,1.337,1.85
5759.694,0.143,1.939,0.365,0.494,9.948,2693.724,0.308,3.508,0.256,31.739,1373.235,0.121,1.866,4,0.654,1.45
6028.35,0.155,2.009,0.371,0.6,9.958,2696.119,0.31,2.082,0.247,31.827,1247.588,0.405,1.09,7,1.032,1.75
6028.35,0.145,2.019,0.362,0.6,9.958,2696.119,0.31,2.054,0.247,31.827,1247.588,0.413,1.056,6,1.057,1.75
5774.19,0.145,1.97,0.365,0.493,9.958,2602.443,0.279,3.532,0.257,32.252,1504.435,0.091,2.538,2,0.418,1.3
6090.342,0.144,1.979,0.362,0.539,9.949,2592.564,0.298,3.516,0.251,32.374,1596.26,0.088,2.509,5,0.47,1.2
5777.507,0.145,1.979,0.362,0.575,9.95,2690.98,0.325,3.243,0.259,32.28,1202.352,0.198,1.505,7,0.82,1.65
5781.413,0.145,1.979,0.362,0.575,9.95,2695.535,0.325,3.218,0.248,32.287,1202.352,0.198,1.523,6,0.809,1.65
5054.154,0.145,2.016,0.361,0.584,10.136,2697.065,0.286,1.456,0.254,32.276,1215.127,0.584,0.195,6,1.725,2.15
5775.756,0.143,2.019,0.362,0.6,9.959,2697.306,0.31,2.054,0.247,31.797,1247.588,0.413,1.07,5,1.046,1.8
5980.683,0.145,1.932,0.267,0.575,9.954,2690.253,0.299,3.335,0.249,32.095,1204.184,0.237,1.339,7,0.91,1.7
5819.975,0.15,2.001,0.348,0.595,11.306,2638.595,0.298,1.257,0.245,32.046,1300.076,0.641,0.2,6,1.7,2.1
5819.975,0.15,1.989,0.372,0.595,11.609,2638.595,0.298,1.286,0.245,32.046,1300.098,0.633,0.159,7,1.725,2.1
5835.184,0.15,1.887,0.363,0.472,10.536,2602.619,0.304,3.439,0.242,32.095,1358.788,0.096,2.054,8,0.589,1.45
5817.717,0.153,2.043,0.363,0.517,10.094,2415.129,0.302,3.524,0.245,32.051,1211.904,0.192,2.622,2,0.438,1.2
5797.596,0.149,2.056,0.343,0.494,10.15,2413.309,0.298,3.548,0.242,36.561,1465.919,0.032,3.021,3,0.342,1.15
4261.905,0.144,1.915,0.354,0.585,10.125,2653.378,0.299,2.383,0.245,31.978,1211.422,0.319,1.064,7,1.041,1.75
5799.984,0.146,2.144,0.346,0.592,11.286,2653.597,0.43,1.834,0.245,32.082,1207.39,0.476,0.932,8,1.129,1.8
5796.561,0.149,1.888,0.378,0.475,10.535,2586.253,0.302,3.518,0.25,36.998,1388.4,0.08,2.457,7,0.49,1.3
5800.008,0.144,2.043,0.362,0.504,10.126,2683.801,0.28,1.41,0.245,32.174,1221.755,0.597,1.169,4,1.002,1.7
5819.975,0.144,2.045,0.363,0.589,10.09,2638.165,0.318,1.353,0.244,32.024,1211.965,0.613,0.384,5,1.584,2.1
5797.941,0.149,1.985,0.363,0.494,10.079,2415.681,0.303,3.51,0.244,36.899,1464.906,0.039,2.954,2,0.358,1.15
4382.113,0.151,2.144,0.346,0.594,10.792,2653.658,0.293,1.734,0.248,32.361,1207.39,0.505,0.163,8,1.716,2.1
5797.596,0.149,2.05,0.363,0.486,10.15,2346.552,0.298,3.518,0.242,36.887,1458.092,0.039,2.783,4,0.409,1.25
5796.977,0.144,2.074,0.364,0.476,10.816,2513.655,0.318,3.489,0.251,32.948,1374.503,0.084,2.588,5,0.441,1.25
5818.663,0.155,1.965,0.393,0.517,10.518,2637.699,0.303,3.516,0.239,32.128,1325.508,0.123,2.022,6,0.588,1.4
5817.531,0.157,2.043,0.362,0.504,10.093,2684.172,0.304,3.471,0.245,32.22,1218.149,0.188,1.76,3,0.693,1.55
4365.899,0.144,2.043,0.345,0.595,10.157,2640.134,0.302,3.545,0.244,31.891,1265.136,0.247,1.218,5,0.954,1.7
5797.596,0.145,1.93,0.363,0.486,10.14,2514.424,0.298,3.489,0.245,36.565,1458.204,0.046,2.687,3,0.423,1.25
5817.529,0.144,2.001,0.36,0.571,11.281,2683.916,0.282,3.515,0.243,32.252,1207.412,0.195,1.502,5,0.819,1.65
4382.684,0.144,2.03,0.346,0.584,10.156,2640.284,0.304,3.626,0.243,31.962,1222.05,0.244,1.139,6,0.992,1.7
5797.368,0.144,2.001,0.365,0.485,10.126,2651.154,0.298,1.544,0.243,31.962,1219.452,0.559,1.21,4,0.976,1.75
5765.463,0.144,2.001,0.361,0.595,10.126,2678.077,0.28,1.688,0.255,31.883,1265.704,0.518,0.664,6,1.294,1.95
5817.405,0.135,2.001,0.363,0.571,10.499,2646.473,0.316,3.518,0.243,32.365,1207.412,0.195,1.421,6,0.865,1.7
5824.506,0.144,1.998,0.363,0.592,10.088,2638.125,0.321,1.605,0.244,31.901,1212.235,0.541,0.794,5,1.219,1.85
5817.053,0.154,2.044,0.363,0.505,10.093,2666.224,0.304,3.519,0.245,32.22,1420.651,0.109,2.408,3,0.453,1.3
5799.737,0.144,2.001,0.363,0.584,10.126,2651.154,0.279,1.405,0.251,31.962,1222.05,0.599,0.451,5,1.447,1.95
5781.937,0.149,2.072,0.363,0.489,10.619,2586.466,0.304,3.428,0.253,32.361,1384.161,0.088,2.246,4,0.517,1.4
4274.584,0.144,2.044,0.346,0.585,11.301,2653.378,0.303,1.792,0.245,32.278,1261.912,0.488,0.568,7,1.332,1.85
5799.737,0.144,2.001,0.363,0.584,10.126,2638.595,0.279,1.645,0.245,31.962,1219.028,0.53,0.838,5,1.19,1.85
5816.949,0.144,2.001,0.36,0.571,11.286,2638.775,0.278,3.518,0.244,32.519,1282.114,0.145,1.619,5,0.766,1.55
5795.51,0.149,2.02,0.348,0.569,10.902,2602.468,0.302,3.517,0.246,32.128,1296.849,0.138,1.688,5,0.733,1.6
5797.306,0.151,2.04,0.344,0.518,10.094,2416.271,0.303,3.51,0.244,36.929,1267.826,0.155,2.812,2,0.387,1.2
5797.596,0.149,2.05,0.363,0.486,10.15,2351.301,0.298,3.518,0.245,36.565,1458.204,0.037,2.828,3,0.389,1.2
5800.276,0.157,2.001,0.363,0.504,10.093,2651.239,0.318,3.471,0.244,32.22,1239.919,0.173,2.032,3,0.575,1.45
5838.259,0.144,2.018,0.364,0.568,10.551,2585.43,0.285,3.511,0.25,31.796,1372.046,0.136,1.884,6,0.65,1.45
5816.927,0.157,2.044,0.346,0.504,10.093,2656.643,0.304,3.519,0.245,32.22,1223.825,0.184,1.958,3,0.609,1.5
5798.603,0.144,2.001,0.364,0.595,9.758,2640.134,0.317,1.402,0.243,31.882,1265.136,0.599,0.265,6,1.618,2.05
5797.306,0.145,2.04,0.363,0.518,10.096,2564.003,0.309,3.524,0.244,31.752,1465.436,0.106,2.503,3,0.429,1.3
5819.975,0.144,2.001,0.363,0.589,10.52,2638.165,0.318,1.353,0.244,32.024,1300.097,0.613,0.233,6,1.679,2.1
5781.785,0.149,1.912,0.354,0.572,11.306,2638.82,0.312,3.517,0.249,32.19,1290.768,0.144,1.544,6,0.806,1.65
4213.515,0.146,2.144,0.346,0.592,11.286,2653.597,0.299,1.81,0.245,32.082,1262.14,0.483,0.921,8,1.117,1.75
5795.51,0.149,2.02,0.348,0.504,10.908,2601.907,0.302,3.517,0.247,32.188,1328.036,0.115,2.159,4,0.543,1.4
5819.975,0.15,2.001,0.364,0.503,11.306,2638.595,0.313,3.518,0.245,32.024,1300.097,0.133,2.111,4,0.556,1.45
5779.098,0.157,2.001,0.363,0.504,10.093,2651.239,0.317,3.422,0.244,31.957,1222.325,0.185,1.798,3,0.673,1.5
5817.717,0.153,2.043,0.363,0.517,10.094,2635.199,0.297,3.422,0.245,32.024,1304.315,0.13,2.187,3,0.522,1.35
4387.502,0.144,2.044,0.352,0.59,10.098,2638.597,0.279,1.619,0.244,32.024,1300.259,0.537,0.596,6,1.323,1.85
5781.937,0.144,2.072,0.363,0.489,10.619,2586.466,0.304,3.52,0.253,32.361,1359.307,0.094,2.215,4,0.528,1.4
4298.247,0.144,2.043,0.364,0.595,9.773,2653.328,0.317,1.796,0.246,31.885,1265.143,0.487,0.613,7,1.313,1.9
5818.666,0.15,1.988,0.393,0.517,10.453,2637.699,0.303,3.532,0.239,32.129,1298.154,0.135,1.992,6,0.598,1.45
5797.941,0.149,1.984,0.363,0.494,10.08,2652.695,0.303,3.55,0.244,36.899,1463.572,0.103,2.613,3,0.439,1.25
