max_rpm,dampRateFullT,dampRateZero_CE,dampRateZero_CD,gearSwitchTime,clutchStrength,mass,dragCoeff,tireFric,dampRate,radius,maxBrakeTorque,MaxPercentage,SaftyDegree,numbers,TIT,TET,Dece
5389.758,0.144,1.924,0.35,0.519,11.839,2686.664,0.298,1.1,0.25,31.801,1208.193,0.686,-0.001,6.0,1.583,1.9,4.043
4757.416,0.154,2.004,0.365,0.5,8.737,2648.441,0.293,3.497,0.243,32.506,1246.479,0.18,1.187,5.0,0.992,1.7,4.72
5384.606,0.144,1.018,0.349,0.477,11.93,2685.597,0.315,1.587,0.255,31.734,1213.444,0.547,-2.684,7.0,0.0,0.0,3.005
5410.42,0.175,1.633,0.295,0.476,10.991,2676.824,0.331,3.035,0.214,32.289,1228.354,0.183,0.776,12.0,1.232,1.85,3.827
5422.771,0.153,1.002,0.35,0.489,11.867,2685.597,0.281,1.749,0.248,31.804,1208.095,0.5,-2.026,7.0,0.0,0.0,3.599
5410.222,0.153,1.968,0.343,0.478,11.723,2685.827,0.278,3.035,0.214,32.289,1228.328,0.181,1.055,7.0,1.068,1.75,4.518
5267.77,0.144,1.246,0.351,0.478,11.816,2684.979,0.293,3.478,0.244,32.543,1208.114,0.377,0.709,6.0,1.302,2.0,3.775
4477.941,0.154,2.007,0.35,0.489,11.925,2685.597,0.279,1.28,0.248,31.892,1246.93,0.634,0.286,6.0,1.465,1.9,4.158
5309.461,0.152,1.051,0.349,0.477,11.982,2685.597,0.281,1.59,0.242,31.721,1213.444,0.546,-2.368,8.0,0.0,0.0,3.721
5139.621,0.145,1.467,0.349,0.478,11.908,2684.761,0.277,3.519,0.254,32.543,1216.245,0.266,0.868,6.0,1.186,1.8,4.301
4812.378,0.154,2.004,0.365,0.5,8.737,2648.441,0.293,3.484,0.239,32.517,1246.479,0.17,1.188,6.0,0.996,1.7,4.717
5458.03,0.155,1.63,0.351,0.471,10.974,2674.454,0.281,3.639,0.243,32.289,1228.393,0.185,0.841,8.0,1.191,1.85,3.977
5389.758,0.144,1.924,0.35,0.519,11.926,2686.664,0.298,1.102,0.25,31.807,1208.097,0.685,0.171,6.0,1.847,2.25,3.493
5370.332,0.152,1.964,0.346,0.498,10.87,2583.641,0.281,3.463,0.25,32.526,1366.762,0.089,1.397,5.0,0.886,1.6,4.597
5362.374,0.152,1.051,0.349,0.477,11.955,2685.597,0.281,1.147,0.242,31.721,1213.462,0.672,-3.299,8.0,0.0,0.0,3.37
5458.03,0.155,1.655,0.295,0.471,10.849,2674.454,0.298,3.502,0.244,31.791,1229.29,0.18,0.86,8.0,1.181,1.85,3.962
5589.276,0.151,1.016,0.355,0.519,11.934,2685.49,0.314,1.838,0.25,31.782,1288.052,0.492,-1.43,7.0,1.639,1.9,4.23
5549.201,0.145,1.476,0.356,0.476,11.836,2684.894,0.293,3.518,0.248,32.203,1228.71,0.262,0.71,7.0,1.263,1.9,3.664
5393.284,0.144,1.449,0.282,0.483,11.789,2684.946,0.276,3.064,0.239,32.533,1207.83,0.275,0.205,10.0,1.805,2.3,3.93
5143.795,0.144,1.43,0.351,0.478,11.856,2685.901,0.293,3.532,0.246,32.543,1213.604,0.285,0.865,6.0,1.166,1.85,4.435
4751.72,0.156,1.646,0.356,0.478,11.931,2676.657,0.277,3.497,0.243,31.803,1210.573,0.193,0.892,6.0,1.163,1.8,4.612
5589.276,0.152,1.087,0.358,0.519,11.719,2685.49,0.31,1.838,0.25,31.782,1288.052,0.475,0.253,7.0,1.787,2.25,4.072
5385.803,0.152,1.028,0.35,0.496,11.946,2685.598,0.281,1.144,0.246,33.031,1216.964,0.673,-3.828,7.0,0.0,0.0,2.618
5791.979,0.144,1.964,0.34,0.484,10.79,2584.182,0.281,3.427,0.25,32.565,1366.762,0.089,1.952,4.0,0.651,1.4,5.166
4717.81,0.154,1.955,0.346,0.427,9.91,2666.433,0.312,3.377,0.246,35.572,1217.115,0.189,0.977,5.0,1.115,1.8,4.336
5808.796,0.15,1.956,0.354,0.515,9.99,2463.435,0.287,3.388,0.246,35.608,1496.742,0.043,1.798,1.0,0.733,1.5,5.414
4717.81,0.148,1.955,0.348,0.501,9.91,2480.966,0.313,3.487,0.246,35.649,1212.559,0.192,1.126,3.0,1.024,1.75,4.436
5806.794,0.153,1.361,0.348,0.501,9.99,2636.923,0.319,3.388,0.246,35.497,1206.389,0.32,1.09,3.0,1.062,1.7,4.577
5808.684,0.153,1.809,0.347,0.492,9.99,2620.661,0.313,3.403,0.246,35.545,1324.531,0.117,1.657,3.0,0.792,1.5,5.098
4840.193,0.154,1.872,0.356,0.512,9.923,2665.928,0.312,3.492,0.257,35.466,1233.021,0.178,1.003,4.0,1.096,1.75,4.415
5808.796,0.15,1.956,0.354,0.515,9.99,2463.435,0.292,3.388,0.246,35.608,1496.742,0.032,1.824,1.0,0.716,1.5,5.424
5291.865,0.147,1.383,0.347,0.501,9.91,2590.981,0.296,3.397,0.246,32.278,1203.624,0.308,0.945,5.0,1.137,1.8,4.313
5699.83,0.154,1.95,0.356,0.511,9.868,2468.085,0.308,3.408,0.246,35.554,1398.247,0.068,1.675,3.0,0.765,1.55,5.186
5822.084,0.148,1.767,0.348,0.491,9.921,2399.049,0.318,3.455,0.257,35.521,1496.813,0.117,1.677,1.0,0.778,1.55,5.219
5806.794,0.153,1.361,0.348,0.491,9.99,2399.873,0.319,3.388,0.257,35.497,1494.771,0.32,1.668,1.0,0.811,1.55,5.388
5217.861,0.148,1.871,0.355,0.511,10.42,2619.844,0.286,3.408,0.246,32.283,1397.083,0.1,1.47,6.0,0.849,1.6,4.921
5305.417,0.154,2.072,0.348,0.491,9.914,2631.348,0.316,3.559,0.243,31.937,1334.494,0.11,1.116,4.0,1.027,1.7,4.894
4863.056,0.148,1.948,0.343,0.513,9.922,2391.243,0.318,3.455,0.257,35.521,1243.368,0.171,1.244,2.0,0.975,1.7,4.703
5806.793,0.146,1.95,0.348,0.491,9.994,2394.658,0.308,3.408,0.246,35.556,1497.21,0.027,2.067,0.0,0.655,1.4,5.196
5291.494,0.149,1.382,0.347,0.501,9.91,2590.981,0.288,3.397,0.255,32.278,1203.674,0.309,0.874,5.0,1.176,1.8,4.304
5806.398,0.152,1.78,0.354,0.516,9.99,2621.321,0.287,3.404,0.255,35.597,1290.968,0.139,1.43,3.0,0.882,1.6,4.613
5283.629,0.146,1.253,0.348,0.419,9.978,2567.074,0.288,3.448,0.255,35.525,1206.419,0.374,0.699,5.0,1.251,1.8,4.218
5319.655,0.148,1.84,0.355,0.51,10.421,2619.844,0.286,3.778,0.246,32.285,1397.083,0.091,1.488,7.0,0.841,1.6,4.876
4873.359,0.148,1.956,0.354,0.513,9.922,2391.243,0.318,3.455,0.257,35.609,1261.034,0.16,1.58,2.0,0.806,1.65,4.692
5309.109,0.149,1.228,0.21,0.52,9.723,2566.991,0.288,3.397,0.255,32.278,1203.674,0.4,0.582,7.0,1.432,2.15,3.924
5492.794,0.147,1.383,0.348,0.417,9.913,2591.016,0.297,3.397,0.255,32.228,1203.624,0.308,0.598,6.0,1.311,1.9,3.637
5305.417,0.154,1.946,0.348,0.511,9.913,2657.738,0.316,3.557,0.243,31.937,1399.277,0.106,1.517,4.0,0.826,1.6,4.943
5820.128,0.154,1.951,0.356,0.511,9.921,2468.085,0.308,3.454,0.246,35.554,1498.732,0.027,1.954,1.0,0.684,1.45,5.488
5218.318,0.147,1.947,0.352,0.515,10.289,2615.957,0.317,3.469,0.275,32.31,1243.441,0.171,1.1,6.0,1.04,1.7,4.631
5319.655,0.149,1.978,0.355,0.51,9.991,2619.844,0.288,3.397,0.246,32.285,1391.57,0.091,1.557,4.0,0.806,1.55,5.049
5806.299,0.152,1.774,0.354,0.482,9.99,2620.635,0.287,3.403,0.246,35.609,1299.189,0.134,1.59,3.0,0.823,1.55,4.904
5312.533,0.159,1.872,0.355,0.453,10.256,2617.201,0.319,3.786,0.275,32.285,1245.749,0.17,1.015,10.0,1.081,1.8,4.539
5315.316,0.149,1.978,0.355,0.514,9.991,2611.452,0.288,3.261,0.246,32.304,1391.57,0.09,1.544,5.0,0.813,1.6,5.057
5378.011,0.149,1.227,0.205,0.424,9.922,2668.653,0.266,3.447,0.259,32.115,1215.884,0.414,0.489,9.0,1.572,2.3,3.605
5806.794,0.153,1.364,0.348,0.515,9.99,2634.232,0.319,3.388,0.246,35.497,1206.034,0.318,1.119,3.0,1.052,1.75,4.602
5314.431,0.145,1.872,0.355,0.511,10.259,2617.064,0.286,3.564,0.246,32.283,1397.083,0.091,1.528,6.0,0.822,1.6,5.054
5527.206,0.156,1.253,0.38,0.37,9.995,2604.248,0.302,1.572,0.206,33.054,1205.901,0.551,0.308,9.0,1.751,2.2,3.559
5782.809,0.15,2.019,0.339,0.49,9.99,2414.359,0.284,3.476,0.252,35.457,1496.683,0.053,2.066,0.0,0.656,1.4,5.216
5782.808,0.15,2.019,0.339,0.49,9.99,2414.359,0.3,3.476,0.251,35.457,1496.564,0.031,2.131,0.0,0.639,1.4,5.26
5781.43,0.149,1.214,0.335,0.52,9.984,2615.497,0.284,3.475,0.257,35.319,1204.819,0.393,0.991,3.0,1.12,1.75,4.492
5676.862,0.149,1.239,0.335,0.39,9.847,2623.625,0.307,3.469,0.257,32.265,1212.779,0.38,0.405,6.0,1.673,2.3,3.784
5681.501,0.153,1.248,0.339,0.399,9.851,2623.173,0.3,3.471,0.225,32.515,1210.462,0.376,0.569,7.0,1.479,2.2,3.485
5783.319,0.15,2.019,0.339,0.506,9.999,2362.646,0.3,3.476,0.252,35.457,1496.683,0.031,1.952,1.0,0.675,1.5,5.48
5438.946,0.149,1.639,0.349,0.422,10.762,2636.957,0.299,3.477,0.249,32.469,1204.358,0.197,0.907,7.0,1.147,1.85,4.22
5812.566,0.149,1.458,0.338,0.521,10.056,2617.41,0.284,3.477,0.252,35.497,1256.763,0.271,1.349,3.0,0.929,1.7,4.574
5781.191,0.149,1.253,0.335,0.521,9.995,2632.711,0.284,3.475,0.252,35.386,1493.337,0.374,1.123,2.0,1.044,1.7,4.884
5782.809,0.15,2.019,0.339,0.516,9.99,2362.65,0.284,3.476,0.252,35.457,1496.683,0.053,1.927,1.0,0.684,1.5,5.494
5825.102,0.145,2.054,0.351,0.516,10.017,2362.65,0.302,3.476,0.252,34.715,1428.799,0.047,1.792,3.0,0.733,1.5,5.4
5825.229,0.145,2.052,0.341,0.513,10.016,2352.23,0.301,3.476,0.258,34.694,1445.438,0.036,1.844,4.0,0.715,1.5,5.387
5829.119,0.15,2.054,0.336,0.472,9.988,2274.23,0.299,3.485,0.257,33.397,1427.369,0.059,1.773,5.0,0.737,1.55,5.342
5429.718,0.147,1.498,0.383,0.359,9.996,2619.033,0.318,2.92,0.257,32.368,1205.581,0.282,0.692,8.0,1.269,1.85,3.839
5449.305,0.145,2.028,0.336,0.472,9.986,2617.501,0.287,3.662,0.253,32.351,1447.845,0.089,1.536,6.0,0.818,1.65,4.925
5788.0,0.15,2.019,0.339,0.516,10.056,2362.65,0.284,3.476,0.252,35.457,1428.799,0.053,1.864,2.0,0.704,1.55,5.307
5820.252,0.147,1.217,0.335,0.401,9.851,2615.497,0.287,3.476,0.257,35.314,1204.819,0.391,0.835,4.0,1.195,1.8,4.19
6026.917,0.147,1.217,0.335,0.401,9.851,2615.497,0.287,3.476,0.257,35.314,1204.819,0.391,0.581,5.0,1.324,1.85,4.17
5418.824,0.15,1.749,0.34,0.423,10.783,2627.828,0.299,3.465,0.259,32.51,1250.555,0.166,1.285,8.0,0.938,1.75,4.25
5449.305,0.15,2.028,0.334,0.472,10.533,2617.501,0.285,3.597,0.253,32.351,1428.578,0.089,1.489,7.0,0.835,1.65,4.753
6026.917,0.147,1.283,0.335,0.401,9.851,2615.497,0.287,3.463,0.257,35.314,1204.819,0.359,0.633,5.0,1.287,1.85,3.998
5812.566,0.149,1.38,0.338,0.521,10.056,2617.41,0.284,3.477,0.252,35.497,1256.763,0.31,1.264,3.0,0.978,1.7,4.604
5799.652,0.15,2.019,0.339,0.518,10.056,2615.954,0.285,3.476,0.251,35.456,1301.397,0.132,1.81,2.0,0.727,1.5,4.942
5814.846,0.149,1.332,0.335,0.401,9.851,2634.551,0.306,3.469,0.257,35.293,1212.779,0.334,1.049,4.0,1.084,1.75,4.509
5781.191,0.148,1.298,0.338,0.521,9.988,2632.711,0.284,3.475,0.252,35.455,1491.23,0.351,1.205,2.0,0.994,1.7,4.837
5820.01,0.156,2.033,0.335,0.472,9.989,2626.382,0.3,3.154,0.257,33.355,1495.627,0.099,1.707,4.0,0.748,1.55,5.057
5825.279,0.149,1.348,0.335,0.521,10.056,2632.711,0.284,3.476,0.252,35.501,1438.407,0.326,1.167,3.0,1.022,1.65,4.828
5460.568,0.155,2.045,0.335,0.522,9.987,2554.538,0.29,3.458,0.252,35.458,1432.607,0.063,1.734,3.0,0.758,1.5,5.198
5418.182,0.149,1.639,0.348,0.422,10.762,2627.423,0.299,3.477,0.249,32.469,1249.786,0.18,0.942,7.0,1.129,1.8,4.359
5794.658,0.15,1.771,0.339,0.522,9.989,2627.719,0.298,3.476,0.252,35.399,1262.712,0.158,1.605,3.0,0.81,1.55,4.737
5805.266,0.15,2.028,0.339,0.47,10.056,2626.686,0.301,3.478,0.252,35.456,1300.037,0.133,1.693,3.0,0.77,1.55,4.9
5817.774,0.149,1.402,0.335,0.39,10.08,2636.749,0.299,2.99,0.257,32.514,1205.792,0.299,0.755,6.0,1.24,1.9,3.64
5429.718,0.147,1.498,0.383,0.359,9.996,2624.375,0.318,3.415,0.254,32.368,1205.581,0.282,0.795,7.0,1.202,1.85,3.846
5782.809,0.15,2.007,0.336,0.472,10.113,2602.589,0.284,3.476,0.252,35.457,1496.683,0.083,1.849,2.0,0.713,1.5,5.259
5783.446,0.149,1.22,0.335,0.391,9.851,2613.296,0.284,3.476,0.257,35.314,1204.819,0.39,0.862,4.0,1.184,1.75,4.492
5912.667,0.149,1.417,0.335,0.39,9.883,2636.755,0.299,2.99,0.257,32.514,1205.592,0.291,0.724,7.0,1.243,1.85,3.866
5431.779,0.15,1.751,0.342,0.423,9.904,2627.469,0.315,3.412,0.252,32.415,1249.27,0.167,1.011,6.0,1.09,1.8,4.388
5454.515,0.145,2.028,0.335,0.47,9.995,2617.501,0.287,3.6,0.253,32.426,1287.396,0.142,1.467,5.0,0.848,1.7,4.421
5449.305,0.145,2.028,0.335,0.472,9.995,2617.501,0.287,3.6,0.253,32.351,1436.556,0.089,1.561,5.0,0.803,1.65,4.712
5823.624,0.156,1.635,0.343,0.519,9.878,2637.151,0.299,3.46,0.252,35.457,1209.602,0.194,1.394,3.0,0.907,1.6,4.673
5246.466,0.149,1.77,0.339,0.522,9.989,2636.785,0.3,3.474,0.252,32.497,1278.47,0.148,1.307,5.0,0.929,1.65,4.497
5823.624,0.156,1.635,0.335,0.517,9.878,2637.296,0.304,3.462,0.252,35.457,1212.765,0.191,1.441,3.0,0.885,1.6,4.508
5449.505,0.144,1.639,0.348,0.519,9.881,2637.223,0.299,3.463,0.251,32.348,1215.038,0.19,1.139,5.0,1.026,1.75,4.297
5431.105,0.156,2.033,0.326,0.469,9.989,2626.382,0.3,3.154,0.257,32.498,1495.627,0.099,1.492,6.0,0.834,1.6,5.003
5794.351,0.15,1.216,0.335,0.522,9.989,2627.719,0.298,3.476,0.252,35.399,1262.826,0.392,1.085,3.0,1.066,1.75,4.551
5784.228,0.15,1.449,0.338,0.49,9.99,2617.929,0.298,3.424,0.252,35.499,1496.683,0.275,1.367,2.0,0.914,1.65,5.023
5825.279,0.149,2.04,0.341,0.513,9.997,2632.711,0.284,3.476,0.252,35.497,1256.763,0.162,1.6,2.0,0.796,1.6,4.918
5825.539,0.156,1.405,0.344,0.413,10.085,2636.607,0.299,2.984,0.201,35.649,1205.792,0.297,0.923,6.0,1.15,1.8,4.536
5431.778,0.156,1.297,0.338,0.414,9.995,2632.768,0.299,3.412,0.252,35.606,1258.703,0.352,0.699,5.0,1.253,1.85,3.916
4340.505,0.164,1.3,0.342,0.427,10.617,2681.235,0.416,2.341,0.207,32.011,1283.926,0.387,0.387,11.0,1.699,2.25,4.074
5795.218,0.149,1.0,0.341,0.505,9.291,2697.728,0.315,1.208,0.249,34.9,1202.041,0.655,-3.393,6.0,0.0,0.0,3.174
5802.269,0.155,2.049,0.359,0.503,10.036,2671.14,0.305,3.513,0.254,35.384,1383.185,0.111,1.808,2.0,0.72,1.5,5.032
5832.726,0.149,2.036,0.336,0.504,9.405,2530.3,0.311,3.575,0.25,35.262,1594.26,0.063,2.134,5.0,0.611,1.4,5.376
5847.661,0.149,2.035,0.342,0.505,9.983,2531.807,0.315,3.609,0.25,35.262,1594.26,0.063,2.146,4.0,0.602,1.4,5.43
5816.657,0.149,1.001,0.341,0.505,10.018,2630.016,0.287,1.043,0.252,35.307,1202.06,0.702,-3.019,4.0,0.0,0.0,3.295
5770.281,0.149,1.001,0.344,0.505,9.246,2559.74,0.312,1.624,0.249,32.948,1214.673,0.536,-1.612,7.0,0.0,0.0,3.639
5770.281,0.149,1.196,0.344,0.505,10.136,2661.516,0.312,3.482,0.249,32.948,1214.673,0.402,0.815,5.0,1.229,1.9,3.673
4340.33,0.163,1.424,0.341,0.402,10.268,2673.97,0.287,2.342,0.249,33.083,1213.216,0.331,0.552,9.0,1.314,1.9,4.006
5408.385,0.138,1.801,0.335,0.505,9.818,2696.725,0.277,3.595,0.247,35.36,1305.266,0.13,1.366,6.0,0.918,1.7,4.273
5327.735,0.164,1.243,0.336,0.416,10.128,2672.025,0.28,2.376,0.248,32.954,1201.959,0.378,0.416,8.0,1.636,2.25,3.391
5795.264,0.149,2.072,0.34,0.505,9.935,2632.16,0.311,3.575,0.25,35.319,1608.519,0.095,2.054,2.0,0.641,1.4,5.351
5791.6,0.149,1.138,0.344,0.505,9.291,2692.994,0.287,1.071,0.25,35.472,1213.124,0.694,-3.348,5.0,0.0,0.0,3.673
5284.073,0.15,1.711,0.344,0.472,10.549,2680.773,0.278,3.503,0.253,32.718,1284.643,0.144,1.159,7.0,1.015,1.75,4.403
4463.828,0.154,1.711,0.33,0.397,10.552,2681.192,0.288,2.889,0.252,32.482,1284.721,0.23,0.851,9.0,1.174,1.8,4.2
