max_rpm,dampRateFullT,dampRateZero_CE,dampRateZero_CD,gearSwitchTime,clutchStrength,mass,dragCoeff,tireFric,dampRate,radius,maxBrakeTorque,MaxPercentage,SaftyDegree,numbers,TIT,TET,Dece
5466.612,0.198,1.593,0.33,0.408,10.606,2640.819,0.304,3.789,0.27,35.613,1366.335,0.32,0.273,10,0.261,0.35,4.074
6252.039,0.122,2.689,0.276,0.463,11.109,2627.896,0.275,2.229,0.217,35.963,1510.829,0.363,2.098,12,0.099,0.25,4.247
5813.459,0.165,2.989,0.351,0.555,10.042,2649.251,0.461,1.692,0.273,35.071,1323.635,0.537,7.306,9,0,0,0.483
6406.059,0.169,2.244,0.319,0.505,8.708,2419.559,0.224,3.518,0.27,34.623,1274.078,0.253,5.772,10,0,0,0.764
4496.207,0.115,1.128,0.303,0.375,10.664,2108.051,0.372,2.558,0.221,34.021,1611.579,0.436,2.224,12,0.095,0.2,5.2
6121.888,0.105,2.19,0.379,0.39,9.053,2240.969,0.385,3.381,0.226,34.61,1613.789,0.3,5.005,12,0,0,1.891
6527.531,0.112,1.114,0.202,0.582,9.695,2688.777,0.34,3.812,0.272,36.074,1295.764,0.443,0.716,12,0.192,0.3,5.603
4942.992,0.102,1.31,0.338,0.444,11.608,2131.187,0.224,1.824,0.207,34.177,1304.593,0.479,3.504,11,0.025,0.15,3.712
5490.392,0.135,1.062,0.264,0.516,8.146,2699.059,0.38,1.531,0.224,35.496,1637.039,0.563,-3.116,10,0,0,0.694
5593.724,0.104,1.818,0.273,0.326,9.253,2689.173,0.236,2.933,0.252,32.439,1207.41,0.348,6.061,11,0,0,4.956
4934.937,0.128,1.87,0.222,0.314,9.323,2552.644,0.451,2.173,0.242,34.042,1238.555,0.503,4.399,12,0,0,1.991
4603.885,0.188,2.88,0.203,0.419,10.751,2397.792,0.39,1.558,0.203,32.7,1329.57,0.555,6.693,11,0,0,4.896
4912.556,0.131,2.798,0.266,0.415,10.366,2510.997,0.202,3.038,0.208,33.177,1457.087,0.399,7.355,12,0,0,1.577
5738.279,0.1,2.502,0.326,0.507,9.835,2050.556,0.248,1.47,0.203,35.485,1291.14,0.58,1.797,10,0.088,0.2,2.703
5966.926,0.198,1.744,0.305,0.342,11.971,2339.574,0.438,1.625,0.266,34.812,1208.048,0.536,5.892,12,0,0,1.869
6763.356,0.155,1.695,0.377,0.36,11.586,2629.86,0.263,2.93,0.269,34.8,1540.943,0.28,6.631,11,0,0,1.645
4321.49,0.18,1.589,0.34,0.361,11.705,2349.31,0.253,2.135,0.25,32.716,1644.435,0.39,6.723,10,0,0,3.114
5421.692,0.192,1.546,0.26,0.449,8.093,2375.75,0.436,3.003,0.235,33.04,1277.501,0.453,5.354,12,0,0,2.465
6959.188,0.146,2.844,0.253,0.557,8.822,2270.931,0.358,2.889,0.222,31.929,1301.854,0.422,3.151,11,0,0,2.493
4782.751,0.124,1.21,0.319,0.574,8.755,2673.239,0.44,2.854,0.209,35.589,1282.721,0.467,2.324,11,0.08,0.2,3.073
5639.031,0.117,1.338,0.394,0.568,8.622,2484.935,0.221,1.292,0.213,34.195,1517.542,0.631,5.272,12,0,0,1.753
4385.643,0.148,2.594,0.383,0.502,8.644,2553.938,0.321,1.617,0.286,35.229,1440.837,0.538,6.233,9,0,0,1.185
5187.398,0.133,1.773,0.258,0.471,10.593,2589.927,0.416,1.982,0.27,31.868,1369.194,0.434,6.034,12,0,0,2.073
4286.51,0.138,1.733,0.273,0.317,8.791,2181.023,0.21,2.435,0.26,36.418,1470.803,0.366,3.958,12,0,0,3.903
6932.184,0.142,2.797,0.338,0.525,9.873,2188.925,0.404,2.33,0.295,32.681,1530.498,0.399,7.191,10,0,0,1.919
