max_rpm,dampRateFullT,dampRateZero_CE,dampRateZero_CD,gearSwitchTime,clutchStrength,mass,dragCoeff,tireFric,dampRate,radius,maxBrakeTorque,MaxPercentage,SaftyDegree,numbers,TIT,TET
5795.218,0.151,2.066,0.341,0.505,9.291,2604.192,0.278,3.577,0.25,35.377,1258.731,0.161,1.655,3,0.775,1.55
5333.799,0.151,1.478,0.344,0.505,9.729,2681.233,0.289,3.577,0.253,35.274,1245.32,0.261,0.946,6,1.149,1.8
5402.991,0.146,1.051,0.358,0.484,9.237,2683.635,0.307,1.568,0.248,33.066,1202.614,0.552,-2.421,7,0,0
5338.125,0.164,1.416,0.364,0.416,10.126,2673.562,0.288,2.453,0.269,33.084,1201.959,0.299,0.811,9,1.215,1.85
5802.269,0.155,1.794,0.359,0.511,10.036,2671.716,0.305,3.513,0.254,35.384,1383.185,0.111,1.77,3,0.744,1.5
5790.913,0.149,1.095,0.344,0.504,9.292,2673.953,0.287,1.239,0.25,34.842,1202.515,0.646,-3.212,6,0,0
5795.218,0.149,1,0.341,0.505,9.912,2631.148,0.32,1.193,0.252,35.361,1202.06,0.659,-2.909,4,0,0
4532.318,0.149,1.095,0.344,0.504,9.309,2683.126,0.287,1.321,0.25,33.07,1202.476,0.623,-2.922,7,0,0
5817.313,0.149,1.519,0.344,0.504,9.31,2683.126,0.287,3.443,0.25,33.111,1202.514,0.241,0.975,5,1.134,1.8
5831.573,0.155,2.049,0.359,0.503,10.148,2545.59,0.305,3.513,0.265,35.322,1383.185,0.078,1.897,4,0.68,1.5
5794.136,0.146,1.494,0.344,0.505,10.002,2669.819,0.311,3.522,0.257,35.42,1208.37,0.253,1.315,3,0.95,1.65
5845.589,0.149,2.053,0.336,0.505,9.402,2546.783,0.312,3.548,0.25,35.389,1601.224,0.067,1.929,4,0.678,1.5
5294.142,0.146,1.244,0.342,0.416,10.126,2656.829,0.288,3.514,0.25,32.954,1201.959,0.378,0.603,6,1.425,2.1
5795.218,0.15,2.066,0.351,0.413,10.115,2680.029,0.288,3.577,0.25,35.335,1258.731,0.174,1.535,3,0.827,1.6
5817.313,0.149,1.001,0.344,0.504,9.31,2631.9,0.31,1.323,0.252,33.122,1202.514,0.622,-2.544,6,0,0
5795.696,0.155,1.992,0.344,0.503,10.036,2669.295,0.305,3.521,0.254,35.989,1376.847,0.11,1.819,3,0.719,1.5
5794.231,0.149,1.014,0.341,0.505,10.453,2631.64,0.31,1.196,0.252,35.361,1202.041,0.658,-3.034,5,0,0
5418.785,0.146,2.05,0.358,0.503,9.285,2557.08,0.305,3.513,0.25,32.765,1383.245,0.078,1.57,5,0.811,1.6
5840.53,0.146,1.713,0.344,0.505,10.002,2681.617,0.294,3.498,0.257,35.42,1208.25,0.195,1.53,4,0.843,1.6
5795.638,0.146,1.363,0.344,0.505,9.294,2657.011,0.288,3.529,0.25,35.451,1202.512,0.319,0.843,4,1.19,1.8
5343.072,0.149,1.456,0.342,0.416,10.126,2673.534,0.288,2.411,0.25,32.954,1201.959,0.311,0.934,7,1.161,1.85
5338.125,0.164,1.416,0.364,0.416,10.126,2673.562,0.325,2.453,0.269,33.019,1201.959,0.299,0.78,10,1.239,1.85
5321.475,0.15,1.801,0.344,0.505,9.822,2696.771,0.278,3.59,0.257,32.984,1248.647,0.168,1.252,6,0.961,1.7
4712.75,0.156,1.923,0.343,0.509,9.926,2408.233,0.291,3.54,0.251,35.447,1494.051,0.187,1.873,1,0.704,1.5
4878.265,0.147,1.436,0.347,0.513,8.884,2589.926,0.317,1.022,0.244,35.508,1227.631,0.708,-3.157,6,0,0
5038.842,0.135,1.668,0.353,0.424,11.251,2695.801,0.336,3.141,0.25,35.518,1338.237,0.166,1.204,9,0.997,1.75
5645.547,0.146,1.923,0.346,0.506,9.926,2403.827,0.291,3.545,0.251,35.517,1494.171,0.038,2.068,1,0.629,1.4
5799.278,0.15,1.96,0.343,0.489,9.692,2390.296,0.291,3.54,0.251,35.518,1521.093,0.031,2.048,3,0.644,1.4
4330.386,0.156,1.923,0.342,0.521,9.926,2408.233,0.291,3.54,0.253,35.447,1215.294,0.253,1.456,2,0.868,1.65
4709.113,0.144,1.239,0.392,0.495,11.015,2399.28,0.311,1.155,0.251,35.512,1280.01,0.67,-0.216,6,1.599,1.9
5046.109,0.144,1.244,0.338,0.494,11.015,2408.663,0.305,1.14,0.25,35.605,1244.861,0.674,-1.908,5,0,0
6401.438,0.154,1.926,0.347,0.516,10.992,2579.503,0.295,3.292,0.252,35.507,1342.707,0.105,1.722,5,0.753,1.5
4878.265,0.147,1.293,0.347,0.513,9.254,2410.078,0.312,1.127,0.244,35.508,1207.575,0.678,-2.443,5,0,0
4873.023,0.156,1.436,0.27,0.52,9.585,2598.941,0.285,1.136,0.253,35.229,1210.451,0.675,-2.763,8,0,0
5054.894,0.144,1.08,0.347,0.494,11.073,2406.608,0.312,1.355,0.256,33.878,1303.637,0.613,0.314,6,1.676,2.05
5160.93,0.146,1.96,0.393,0.499,9.478,2654.87,0.299,3.179,0.251,34.115,1320.926,0.123,1.362,7,0.915,1.7
4883.169,0.144,1.062,0.348,0.495,9.475,2586.892,0.299,1.371,0.25,33.865,1242.48,0.608,-2.405,7,0,0
5038.842,0.135,1.702,0.346,0.424,11.177,2689.155,0.323,3.141,0.25,35.518,1347.745,0.152,1.224,8,0.985,1.7
4932.755,0.154,1.915,0.338,0.519,11.065,2591.683,0.29,3.265,0.25,35.512,1320.494,0.15,1.243,6,0.977,1.7
5645.547,0.156,1.899,0.343,0.489,9.932,2565.646,0.291,3.54,0.259,35.454,1495.084,0.067,1.917,4,0.689,1.45
5055.588,0.155,1.923,0.346,0.509,9.949,2683.752,0.297,3.53,0.251,35.616,1229.562,0.18,1.299,3,0.946,1.7
4878.265,0.147,1.436,0.347,0.513,8.882,2589.926,0.317,1.028,0.244,35.508,1227.728,0.706,-2.901,6,0,0
4426.663,0.155,1.709,0.274,0.424,9.472,2665.873,0.298,3.534,0.25,35.732,1209.102,0.237,0.688,8,1.251,1.9
5046.109,0.144,1.244,0.346,0.495,10.653,2408.476,0.311,1.154,0.255,35.508,1280.01,0.67,0.167,5,1.909,2.25
4780.001,0.145,1.335,0.342,0.519,9.284,2633.601,0.29,1.119,0.25,35.512,1210.558,0.68,-2.659,6,0,0
5043.864,0.144,1.328,0.343,0.494,9.45,2588.851,0.29,1.151,0.251,35.609,1221.369,0.671,-2.373,6,0,0
4622.271,0.155,1.931,0.343,0.508,10.519,2629.382,0.291,3.533,0.25,35.447,1278.363,0.203,1.194,4,0.995,1.7
6299.488,0.155,1.975,0.34,0.507,9.611,2408.795,0.292,3.54,0.244,35.517,1493.98,0.086,1.805,2,0.732,1.5
5040.492,0.155,1.923,0.343,0.508,9.953,2628.772,0.288,3.534,0.25,35.435,1278.363,0.148,1.532,3,0.83,1.65
5038.542,0.135,1.73,0.347,0.425,11.315,2689.155,0.312,3.218,0.25,35.506,1247.378,0.168,1.013,8,1.094,1.8
4780.908,0.145,1.922,0.346,0.507,9.496,2599.077,0.323,2.895,0.216,35.512,1235.783,0.176,1.134,6,1.03,1.75
4716.385,0.144,1.23,0.346,0.509,11.043,2391.886,0.318,1.14,0.25,35.442,1496.528,0.674,0.917,4,1.159,1.7
5000.445,0.155,1.975,0.346,0.507,9.942,2391.799,0.291,3.545,0.251,35.517,1494.447,0.138,1.917,1,0.679,1.5
5165.364,0.155,1.931,0.343,0.508,10.676,2656.852,0.29,3.534,0.25,35.447,1320.926,0.119,1.514,4,0.844,1.65
4874.627,0.153,1.931,0.348,0.508,10.519,2627.878,0.313,3.537,0.25,35.447,1328.985,0.16,1.318,4,0.927,1.65
5165.364,0.155,1.931,0.343,0.508,10.676,2656.852,0.29,3.537,0.25,35.447,1213.424,0.191,1.264,4,0.965,1.7
6229.584,0.155,1.906,0.343,0.489,9.941,2391.891,0.291,3.54,0.251,35.449,1494.445,0.074,1.928,2,0.681,1.45
5645.547,0.146,1.915,0.338,0.506,9.926,2587.839,0.29,3.256,0.25,35.517,1491.977,0.076,1.895,4,0.695,1.45
5165.364,0.148,1.96,0.338,0.517,11.262,2656.346,0.29,3.139,0.25,35.516,1320.495,0.126,1.29,5,0.947,1.7
4933.222,0.154,1.922,0.346,0.42,11.064,2695.477,0.29,3.147,0.25,35.375,1246.923,0.169,1.174,6,1.012,1.75
6299.285,0.155,1.923,0.343,0.519,9.953,2403.97,0.299,3.531,0.243,35.443,1231.788,0.179,1.773,2,0.734,1.55
4714.087,0.155,1.923,0.343,0.509,9.953,2399.499,0.299,3.53,0.251,35.443,1229.562,0.187,1.498,2,0.854,1.65
4932.755,0.154,1.634,0.338,0.42,11.072,2691.576,0.29,3.141,0.25,35.378,1320.494,0.183,0.813,7,1.195,1.8
6151.754,0.155,1.923,0.343,0.507,9.926,2403.919,0.291,3.54,0.251,35.448,1494.169,0.061,2.049,1,0.653,1.45
5645.547,0.146,1.96,0.343,0.487,9.681,2404.374,0.291,3.395,0.25,35.491,1534.003,0.032,2.039,3,0.643,1.4
6157.745,0.155,1.923,0.343,0.509,9.926,2403.907,0.291,3.54,0.249,35.447,1494.054,0.062,2.033,1,0.66,1.45
4822.087,0.145,1.922,0.346,0.507,9.496,2504.358,0.312,3.397,0.216,35.512,1235.783,0.176,1.285,5,0.955,1.7
5716.664,0.146,1.925,0.347,0.507,9.92,2403.827,0.291,3.545,0.25,35.727,1494.171,0.037,1.997,2,0.67,1.5
4886.928,0.146,1.393,0.346,0.493,9.268,2407.606,0.29,1.134,0.244,35.449,1496.878,0.676,0.812,4,1.213,1.75
5054.894,0.155,1.08,0.347,0.494,11.073,2406.608,0.312,1.399,0.256,33.851,1303.637,0.6,0.447,6,1.534,2.05
5645.547,0.156,1.899,0.343,0.489,9.932,2517.686,0.291,3.54,0.259,35.454,1495.084,0.05,1.923,4,0.684,1.5
5645.547,0.156,1.899,0.343,0.489,9.932,2565.646,0.291,3.54,0.251,35.454,1495.084,0.067,1.96,3,0.671,1.4
5796.368,0.153,1.026,0.343,0.496,8.159,2690.118,0.317,1.205,0.246,33.356,1225.938,0.656,-3.396,6,0,0
5795.288,0.153,1.947,0.343,0.504,10.931,2647.818,0.3,1.003,0.246,33.291,1493.245,0.713,0.676,4,1.267,1.75
5781.968,0.156,2.001,0.356,0.515,10.831,2601.866,0.307,3.565,0.253,32.54,1492.772,0.083,1.965,3,0.651,1.5
5296.335,0.166,1.008,0.237,0.508,10.845,2688.772,0.345,1.301,0.232,33.752,1223.532,0.628,-3.028,11,0,0
5795.288,0.153,1.947,0.343,0.516,9.878,2647.818,0.299,3.543,0.246,33.962,1493.245,0.101,1.893,2,0.677,1.45
5795.288,0.153,1.947,0.343,0.517,9.878,2637.538,0.299,3.543,0.246,33.982,1493.245,0.097,1.977,2,0.649,1.4
5781.445,0.153,1.025,0.345,0.481,10.931,2697.348,0.317,1.122,0.246,33.359,1507.214,0.679,-0.852,5,0,0
5296.335,0.166,1.714,0.342,0.508,10.845,2660.382,0.345,3.418,0.232,33.75,1223.532,0.184,1.069,9,1.065,1.75
5778.625,0.174,1.686,0.305,0.482,11.12,2648.541,0.298,3.422,0.255,33.57,1492.843,0.16,1.416,6,0.884,1.6
4450.334,0.171,1.444,0.343,0.357,8.057,2669.891,0.298,3.418,0.246,33.798,1213.714,0.286,0.795,8,1.209,1.8
5796.514,0.169,1.026,0.34,0.512,8.107,2642.013,0.319,1.824,0.247,32.184,1214.003,0.487,0.164,7,1.884,2.3
5986.926,0.156,1.196,0.349,0.515,10.643,2689.809,0.299,3.517,0.246,33.572,1224.978,0.402,0.912,6,1.169,1.8
5774.546,0.156,1.813,0.343,0.495,10.529,2621.399,0.298,3.417,0.246,33.799,1384.157,0.094,1.663,5,0.771,1.55
5259.959,0.157,2.01,0.341,0.509,10.717,2607.196,0.298,3.422,0.253,32.089,1492.772,0.096,1.767,4,0.717,1.5
5796.335,0.155,1.025,0.34,0.494,8.059,2690.115,0.338,1.901,0.246,32.105,1237.614,0.488,-1.304,7,0,0
5577.306,0.166,1.797,0.342,0.51,10.842,2666.158,0.307,3.417,0.246,33.062,1391.299,0.109,1.507,7,0.842,1.65
5795.668,0.156,1.447,0.349,0.515,9.849,2690.283,0.299,3.517,0.245,33.572,1500.768,0.276,1.454,3,0.871,1.6
5803.506,0.156,1.081,0.237,0.516,8.406,2689.384,0.299,1.294,0.253,33.541,1220.343,0.63,-2.908,7,2.126,2.1
5296.335,0.168,1.714,0.342,0.507,11.055,2641.521,0.335,3.425,0.246,33.566,1227.381,0.182,1.143,8,1.023,1.75
5310.44,0.156,1.018,0.343,0.516,8.032,2688.332,0.299,1.741,0.253,32.031,1222.47,0.503,-1.977,7,0,0
5803.506,0.169,1.025,0.237,0.496,11.04,2689.439,0.299,1.294,0.246,32.168,1213.149,0.63,-2.912,8,0,0
5569.922,0.169,1.01,0.237,0.518,11.04,2689.439,0.299,1.294,0.256,33.837,1213.149,0.63,-3.342,9,0,0
5320.149,0.166,1.604,0.343,0.465,10.842,2660.187,0.302,3.417,0.246,33.752,1235.777,0.198,0.974,8,1.106,1.8
5774.293,0.156,1.028,0.264,0.496,8.118,2689.546,0.318,1.455,0.245,33.106,1200.926,0.584,-2.167,7,0,0
5948.931,0.156,1.494,0.344,0.515,8.164,2650.155,0.298,3.514,0.246,33.371,1209.289,0.253,1.21,6,0.996,1.7
5783.045,0.156,1.025,0.337,0.496,8.159,2691.665,0.318,1.399,0.246,33.995,1212.665,0.6,-2.646,6,0,0
5774.576,0.156,1.012,0.341,0.496,10.767,2621.636,0.31,1.515,0.246,33.025,1492.798,0.567,0.662,5,1.292,1.8
5796.368,0.156,1.027,0.343,0.511,8.159,2690.158,0.319,1.248,0.246,32.606,1222.656,0.643,-3.308,6,0,0
5318.781,0.156,2.025,0.343,0.514,10.812,2690.502,0.298,3.422,0.246,32.051,1492.772,0.119,1.636,4,0.776,1.55
5796.335,0.154,1.102,0.34,0.494,8.059,2690.212,0.338,1.896,0.246,32.105,1222.47,0.458,0.398,7,1.482,1.9
5784.174,0.156,1.004,0.34,0.512,10.918,2689.132,0.277,1.827,0.246,32.185,1210.113,0.498,-1.644,6,1.705,1.95
5839.476,0.153,1.102,0.342,0.494,8.201,2677.131,0.338,1.954,0.246,31.955,1222.363,0.449,-1.682,8,0,0
5794.673,0.169,1.027,0.34,0.511,8.158,2642.166,0.319,1.396,0.25,32.606,1222.915,0.601,-2.695,7,0,0
5796.335,0.154,1.102,0.34,0.511,8.108,2690.212,0.338,1.822,0.246,32.105,1222.47,0.479,0.321,7,1.788,2.3
5781.967,0.156,1.177,0.344,0.515,10.643,2649.246,0.298,3.514,0.253,33.572,1209.289,0.411,0.886,5,1.183,1.8
5629.073,0.17,1.025,0.343,0.488,8.032,2689.12,0.264,1.896,0.251,32.044,1205.888,0.488,-1.939,9,0,0
4454.805,0.171,1.466,0.341,0.357,8.107,2699.275,0.297,3.299,0.246,33.324,1213.714,0.286,0.634,9,1.274,1.85
5781.963,0.171,2.048,0.341,0.514,8.245,2605.806,0.317,3.427,0.246,33.359,1247.018,0.176,1.322,5,0.926,1.7
5839.476,0.153,1.102,0.343,0.494,8.059,2677.131,0.338,1.896,0.246,32.059,1222.47,0.458,-1.691,8,0,0
5796.368,0.153,1.026,0.343,0.496,8.159,2690.118,0.317,1.428,0.246,33.987,1225.938,0.592,-2.09,6,0,0
5675.708,0.156,1.028,0.265,0.496,8.118,2691.791,0.31,1.459,0.245,33.346,1200.522,0.583,-2.847,8,0,0
5778.671,0.156,1.001,0.345,0.515,10.842,2644.722,0.309,1.503,0.256,33.56,1492.798,0.571,0.249,5,1.781,2.15
5775.728,0.156,1.474,0.344,0.515,8.374,2649.246,0.298,3.51,0.253,33.56,1492.772,0.263,1.514,4,0.852,1.6
5781.968,0.156,1.972,0.337,0.515,10.842,2648.541,0.298,3.422,0.246,33.976,1492.772,0.102,1.852,3,0.698,1.5
5256.212,0.156,1.666,0.298,0.482,8.072,2666.594,0.293,3.457,0.246,33.207,1234.587,0.193,1.166,7,1.012,1.7
5999.894,0.156,1.184,0.343,0.515,10.643,2689.135,0.264,3.517,0.246,33.572,1224.166,0.408,0.878,7,1.175,1.8
5781.968,0.156,2.009,0.345,0.515,10.84,2605.417,0.298,3.428,0.253,33.976,1492.772,0.084,1.895,3,0.681,1.45
5795.463,0.156,1.456,0.337,0.515,10.818,2690.114,0.298,3.421,0.245,33.572,1500.768,0.272,1.475,4,0.872,1.6
5318.781,0.153,2.025,0.343,0.493,10.785,2690.502,0.298,3.422,0.246,32.051,1233.368,0.178,1.226,5,0.974,1.7
5259.959,0.157,2.01,0.341,0.509,10.717,2607.196,0.298,3.422,0.253,32.006,1385.981,0.098,1.589,5,0.789,1.55
5353.233,0.139,1.844,0.363,0.47,11.367,2606.686,0.344,3.052,0.278,32.78,1361.794,0.147,1.2,11,0.986,1.7
5487.8,0.144,1.957,0.347,0.477,10.15,2558.275,0.309,3.391,0.253,35.685,1491.917,0.064,1.811,2,0.722,1.45
5247.05,0.147,1.111,0.349,0.483,10.107,2589.988,0.297,1.145,0.221,35.553,1200.831,0.673,-3.475,6,2.149,2.05
5320.274,0.147,1.111,0.349,0.487,10.107,2589.988,0.297,1.145,0.254,35.553,1200.831,0.673,-3.455,5,0,0
5637.893,0.155,2.056,0.337,0.483,10.082,2515.183,0.308,3.612,0.248,35.56,1464.512,0.046,2.21,3,0.584,1.4
5470.168,0.144,1.447,0.331,0.487,10.06,2607.076,0.314,3.4,0.252,35.559,1238.368,0.276,0.971,5,1.139,1.85
5319.261,0.144,1.016,0.349,0.483,10.088,2666.003,0.298,1.209,0.254,35.553,1492.493,0.655,-0.679,4,0,0
5310.301,0.143,1.005,0.352,0.486,9.42,2624.817,0.314,1.682,0.252,32.61,1238.258,0.519,-1.735,7,0,0
4931.788,0.143,1.961,0.349,0.487,10.115,2674.614,0.314,1.429,0.252,32.673,1201.184,0.592,0.572,5,1.315,1.8
5383.971,0.142,1.043,0.33,0.483,11.965,2641.705,0.278,1.29,0.216,32.842,1203.295,0.631,-3.087,10,0,0
5319.261,0.149,1.012,0.349,0.483,9.897,2596.858,0.298,1.229,0.254,35.553,1235.666,0.649,-1.639,5,1.778,2.05
5302.529,0.142,1.003,0.349,0.487,10.112,2553.014,0.301,1.675,0.253,32.61,1203.195,0.521,-2.25,7,0,0
5356.385,0.139,1.961,0.349,0.483,10.085,2606.351,0.298,3.409,0.253,33.146,1428.7,0.084,1.664,5,0.765,1.55
5341.065,0.149,2.05,0.348,0.478,9.861,2637.452,0.277,3.403,0.248,32.939,1344.217,0.104,1.541,4,0.819,1.6
5356.385,0.139,1.843,0.337,0.47,10.085,2592.357,0.298,3.409,0.253,32.785,1439.086,0.079,1.474,7,0.843,1.65
5572.892,0.143,2.062,0.347,0.484,10.107,2516.831,0.308,3.597,0.248,35.525,1492.713,0.047,2.06,2,0.63,1.45
4933.675,0.143,2.042,0.347,0.487,10.09,2674.614,0.302,3.43,0.247,35.614,1201.184,0.199,1.3,3,0.945,1.7
5346.14,0.139,1.844,0.337,0.47,11.367,2592.402,0.313,3.398,0.252,32.78,1258.24,0.161,1.044,8,1.067,1.8
5349.227,0.147,1.844,0.337,0.47,10.109,2595.985,0.312,3.398,0.255,32.78,1202.093,0.199,1.058,6,1.067,1.8
5247.507,0.141,1.008,0.349,0.483,10.12,2623.115,0.299,1.249,0.22,34.723,1223.573,0.643,-3.141,8,0,0
5312.659,0.141,1.009,0.349,0.483,11.599,2623.115,0.296,1.254,0.22,34.69,1223.573,0.642,-3.048,9,0,0
5304.898,0.143,1.882,0.337,0.47,10.059,2595.955,0.307,3.398,0.255,32.78,1364.918,0.09,1.446,6,0.874,1.65
5536.352,0.139,1.844,0.344,0.47,10.226,2606.686,0.283,3.391,0.228,32.78,1361.794,0.092,1.235,9,0.963,1.7
5259.63,0.143,1.009,0.349,0.483,9.673,2684.337,0.314,1.638,0.218,32.576,1230.965,0.532,-2.652,8,0,0
4931.788,0.143,1.961,0.349,0.487,10.115,2674.614,0.314,1.504,0.252,32.673,1201.184,0.57,0.773,5,1.226,1.8
5380.64,0.142,1.004,0.33,0.483,10.151,2641.705,0.278,1.657,0.216,32.842,1203.295,0.527,-2.413,9,0,0
5314.687,0.147,1.001,0.349,0.483,10.108,2684.51,0.315,1.554,0.255,32.268,1232.118,0.556,-1.978,6,0,0
5353.37,0.139,2.04,0.337,0.47,11.367,2592.402,0.301,3.398,0.253,32.78,1361.794,0.137,1.235,7,0.961,1.7
5314.687,0.147,1.001,0.347,0.483,10.108,2684.51,0.29,1.525,0.255,32.307,1232.118,0.564,-2.121,6,0,0
4931.788,0.143,2.042,0.349,0.487,10.115,2674.614,0.314,1.562,0.252,32.673,1201.184,0.554,0.945,5,1.14,1.8
5340.672,0.139,2.05,0.348,0.487,9.991,2632.254,0.284,3.415,0.254,32.798,1337.619,0.108,1.457,5,0.856,1.6
5490.405,0.143,2.056,0.349,0.483,10.086,2516.777,0.308,3.594,0.248,35.56,1464.832,0.053,1.82,3,0.714,1.5
5487.8,0.144,1.975,0.349,0.477,10.092,2558.275,0.3,3.676,0.253,35.685,1491.917,0.064,1.788,3,0.734,1.5
5327.078,0.143,1.179,0.349,0.519,10.106,2688.423,0.277,1.225,0.257,32.732,1201.406,0.65,-3.286,6,0,0
5311.336,0.14,1.013,0.345,0.483,9.543,2605.992,0.278,1.289,0.215,34.618,1202.666,0.632,-2.734,9,0,0
5346.145,0.146,1.862,0.344,0.47,10.054,2595.955,0.309,3.398,0.256,32.78,1270.963,0.153,1.377,6,0.894,1.7
5637.282,0.143,2.065,0.337,0.483,10.082,2517.084,0.308,3.612,0.248,35.56,1464.037,0.047,1.987,3,0.652,1.45
5398.602,0.139,1.819,0.344,0.42,10.176,2607.532,0.285,3.394,0.227,32.837,1234.511,0.177,0.836,9,1.178,1.8
5399.977,0.144,1.008,0.347,0.5,10.087,2623.078,0.298,1.266,0.254,34.833,1202.222,0.638,-2.848,6,0,0
4931.788,0.143,1.931,0.337,0.487,10.115,2674.055,0.314,3.449,0.252,32.563,1208.92,0.194,1.207,4,0.981,1.7
5333.69,0.156,1.836,0.343,0.483,10.108,2682.571,0.308,3.611,0.255,32.311,1232.118,0.179,1.155,5,1.022,1.7
5319.261,0.144,1.012,0.349,0.483,10.088,2596.593,0.298,1.167,0.254,35.553,1235.677,0.667,-2.991,5,0,0
5346.14,0.143,1.863,0.337,0.47,10.058,2595.955,0.313,3.398,0.257,32.78,1258.24,0.161,1.132,6,1.021,1.75
4874.074,0.143,1.111,0.349,0.483,10.089,2679.408,0.3,1.148,0.255,35.435,1200.831,0.672,-3.232,5,0,0
5399.983,0.144,1.008,0.347,0.5,10.088,2623.078,0.298,1.249,0.254,34.78,1202.222,0.643,-2.891,6,0,0
5246.855,0.139,1.96,0.349,0.488,10.072,2623.224,0.314,3.434,0.245,32.772,1355.842,0.096,1.508,5,0.834,1.6
4955.326,0.148,2.044,0.349,0.486,10.013,2674.634,0.311,3.538,0.255,35.57,1240.801,0.173,1.459,3,0.864,1.65
5312.11,0.147,1.012,0.347,0.514,10.088,2596.593,0.314,1.168,0.254,35.553,1231.896,0.666,-2.86,5,0,0
5507.925,0.143,2.056,0.349,0.484,10.083,2516.777,0.308,3.597,0.248,35.56,1492.713,0.05,2.016,2,0.647,1.45
5308.893,0.143,1.005,0.349,0.486,9.93,2606.244,0.308,1.682,0.253,32.806,1236.405,0.519,-1.682,6,0,0
4405.718,0.148,1.141,0.343,0.523,9.938,2677.496,0.413,1.299,0.245,32.975,1264.344,0.629,-2.124,7,0,0
4674.612,0.159,1.724,0.25,0.398,8.514,2687.592,0.301,3.63,0.265,35.995,1265.037,0.286,0.648,11,1.276,1.85
5986.002,0.149,1.996,0.342,0.516,10.103,2439.991,0.302,3.453,0.257,35.426,1456.417,0.032,1.995,3,0.659,1.45
4710.692,0.14,1.075,0.249,0.401,8.454,2689.679,0.298,1.644,0.245,32.316,1232.75,0.53,-0.55,10,0,0
4405.718,0.148,1.126,0.343,0.522,9.938,2677.475,0.384,1.446,0.245,32.975,1264.339,0.587,-1.867,7,0,0
4674.612,0.149,1.446,0.266,0.371,8.531,2671.224,0.309,3.608,0.278,32.983,1270.478,0.277,0.77,9,1.226,1.85
4891.027,0.155,1.203,0.345,0.499,10.11,2677.358,0.292,1.372,0.245,32.991,1220.677,0.608,-2.121,6,0,0
6104.198,0.148,1.807,0.342,0.517,10.11,2439.131,0.297,3.451,0.245,35.426,1393.637,0.097,1.553,4,0.826,1.6
4949.8,0.14,1.726,0.338,0.515,9.182,2683.727,0.305,3.606,0.25,32.271,1288.183,0.147,1.173,7,1.009,1.7
6103.373,0.15,1.809,0.342,0.499,10.115,2689.509,0.291,3.666,0.257,35.602,1393.271,0.119,1.517,5,0.844,1.6
4949.8,0.159,1.723,0.341,0.414,9.177,2668.397,0.295,3.51,0.252,36.064,1273.318,0.172,0.98,8,1.106,1.75
5995.771,0.15,1.994,0.343,0.517,9.896,2517.144,0.302,3.456,0.253,35.411,1433.15,0.047,1.762,3,0.733,1.55
4994.638,0.147,1.141,0.343,0.5,9.901,2689.679,0.298,1.639,0.257,32.306,1269.924,0.532,0.16,6,1.865,2.25
5995.098,0.148,1.995,0.342,0.517,10.11,2439.131,0.302,3.451,0.244,35.426,1457.212,0.034,1.977,3,0.673,1.45
5996.894,0.151,1.981,0.358,0.504,10.033,2667.823,0.291,3.56,0.25,35.559,1315.733,0.123,1.694,3,0.767,1.55
4902.476,0.147,1.713,0.346,0.408,9.869,2668.165,0.295,3.569,0.252,35.62,1269.905,0.184,1.062,5,1.069,1.75
4551.873,0.147,1.152,0.344,0.57,9.563,2689.679,0.305,1.778,0.245,32.311,1234.247,0.492,0.192,8,1.807,2.2
6049.56,0.147,1.844,0.342,0.483,9.911,2665.861,0.301,3.4,0.25,35.589,1402.145,0.109,1.549,4,0.835,1.55
4901.527,0.147,1.808,0.341,0.504,9.887,2655.002,0.295,3.4,0.25,35.596,1244.78,0.17,1.283,4,0.959,1.7
5995.777,0.159,1.726,0.342,0.518,10.109,2672.729,0.292,3.639,0.244,35.427,1454.424,0.137,1.497,6,0.85,1.55
4940.858,0.15,1.984,0.341,0.504,10.03,2696.982,0.291,3.4,0.237,35.497,1287.687,0.148,1.353,4,0.912,1.7
4897.44,0.147,1.704,0.347,0.444,9.869,2670.027,0.298,3.607,0.251,35.652,1269.905,0.156,1.188,5,1.007,1.7
4944.782,0.159,1.723,0.341,0.414,9.177,2668.397,0.295,3.503,0.252,35.501,1265.068,0.172,1.013,7,1.093,1.75
4986.292,0.145,1.846,0.341,0.518,9.924,2683.887,0.302,3.607,0.257,32.431,1286.824,0.142,1.26,5,0.958,1.7
4552.522,0.146,1.135,0.335,0.567,9.175,2692.171,0.308,1.784,0.245,32.089,1260.043,0.49,0.193,8,1.771,2.15
4936.133,0.155,1.76,0.344,0.515,10.875,2675.938,0.295,3.456,0.25,32.531,1273.145,0.151,1.24,6,0.967,1.7
4710.692,0.14,1.135,0.344,0.567,9.568,2692.16,0.298,1.784,0.245,32.127,1231.516,0.49,0.162,9,1.824,2.2
4921.566,0.15,1.992,0.344,0.517,9.91,2667.744,0.291,3.56,0.25,35.529,1270.006,0.153,1.339,3,0.933,1.7
4935.061,0.15,1.986,0.344,0.504,9.888,2667.725,0.291,3.606,0.25,35.53,1287.95,0.149,1.469,3,0.865,1.65
4936.145,0.147,1.754,0.341,0.504,9.937,2692.627,0.315,3.4,0.25,35.38,1272.013,0.152,1.315,4,0.945,1.7
4912.193,0.155,1.762,0.344,0.515,11.501,2693.922,0.291,3.451,0.248,32.432,1272.67,0.153,1.182,6,1,1.7
